HMM,Hit_Protein_ID,Genomic_Location,E-value,barcode01,barcode02,barcode03,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,control_barcode04
RM_Type_IIG__Type_IIG_3.hmm,c_000000085743_418,c_000000085743:431854-433791,2.00e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018568033273915628,0.00043751066432244287,0.0,0.008131770828627448,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000077748_8,c_000000077748:9069-10658,1.40e-13,0.0,0.0,0.00011457155394544332,0.0,0.0,0.00017001621274604747,0.0,0.0,0.00010340641409305336,0.0,6.25015234746347e-05,0.0,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000011725_7,c_000000011725:2538-4391,2.30e-15,7.268889299177308e-05,0.0,1.5276207192725776e-05,0.0,0.0,6.800648509841898e-05,0.0,4.119386409155583e-05,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000094694_7,c_000000094694:2022-2567,6.70e-11,7.268889299177308e-05,0.0,1.5276207192725776e-05,0.0,0.0,0.0,0.0,4.119386409155583e-05,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000068415_4,c_000000068415:1666-2595,4.80e-14,0.0,0.0,2.2914310789088663e-05,0.0,0.0,0.0,0.0,4.119386409155583e-05,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000096096_3,c_000000096096:2629-3432,1.20e-14,0.0,0.0,7.638103596362888e-05,0.0,0.0,6.800648509841898e-05,0.0,0.0,6.893760939536892e-05,0.0,0.0003125076173731735,0.0,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000088415_559,c_000000088415:700767-702044,1.60e-13,0.0,0.0,7.638103596362888e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000006019_5,c_000000006019:1938-2705,2.60e-14,0.0,0.0,3.055241438545155e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000074068_5,c_000000074068:4852-7533,2.30e-14,0.0,0.0,0.0003131622474508784,0.0,0.0,0.00023802269784446646,0.0,4.119386409155583e-05,0.0004480944610698979,0.0018568033273915628,0.0,0.0,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000087259_20,c_000000087259:14688-15848,5.10e-11,0.0,0.0,3.055241438545155e-05,0.0,0.0,3.400324254920949e-05,0.0,0.0,0.0,0.0,0.0001250030469492694,0.001189513251177618,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000022556_7,c_000000022556:2879-3547,5.00e-14,7.268889299177308e-05,0.0,1.5276207192725776e-05,0.0,0.0,6.800648509841898e-05,0.00039020278838912577,4.119386409155583e-05,0.00017234402348842228,0.0,6.25015234746347e-05,0.0,0.0009035300920697165,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000028714_4,c_000000028714:5804-7360,1.40e-11,0.0,0.00035444904440537625,0.0007256198416544744,0.0,0.0,0.0009520907913778659,0.0,8.238772818311166e-05,0.0002757504375814757,0.0,0.00043751066432244287,0.001189513251177618,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000031049_9,c_000000031049:10820-12184,1.20e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013787521879073784,0.0,0.0,0.0,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000087049_14,c_000000087049:10553-11947,3.90e-12,0.0,0.0,2.2914310789088663e-05,0.0,0.0,3.400324254920949e-05,0.0,4.119386409155583e-05,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000079259_93,c_000000079259:106151-107062,1.30e-12,0.00021806667897531921,0.0,3.819051798181444e-05,0.0,0.0,0.00023802269784446646,0.0,0.0,0.00017234402348842228,0.0,0.0001250030469492694,0.0,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000078609_405,c_000000078609:425416-425871,4.20e-12,0.0,0.0,5.3466725174540215e-05,0.0002314236255750877,0.0,6.800648509841898e-05,0.0,0.00020596932045777915,0.00017234402348842228,0.0,6.25015234746347e-05,0.0,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000069306_3,c_000000069306:1325-1894,1.00e-10,0.0,0.0,5.3466725174540215e-05,0.0,0.0,0.00010200972764762848,0.0,0.0,0.00010340641409305336,0.0,0.0,0.0,0.0,0.0
RM_Type_IIG__Type_IIG_3.hmm,c_000000070580_17,c_000000070580:17605-18054,1.20e-11,0.0,0.0,0.0008249151884071919,0.0,0.0,0.0028902756166828067,0.00039020278838912577,0.0,0.00041362565637221346,0.0,0.000625015234746347,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_42.hmm,c_000000068376_20,c_000000068376:17723-18811,2.00e-99,0.0,0.0,0.0001222096575418062,0.0,0.0,0.0005100486382381424,0.0,0.0,0.00013787521879073784,0.0,0.000625015234746347,0.001189513251177618,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000066911_9,c_000000066911:7786-11058,3.60e-44,0.0,0.0,0.00019859069350543508,0.0,0.0,0.0008840843062794468,0.0,4.119386409155583e-05,0.00034468804697684456,0.0,6.25015234746347e-05,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000070585_10,c_000000070585:7563-10892,2.70e-41,0.0,0.0,0.0007027055308653857,0.0,0.0,0.00017001621274604747,0.0,4.119386409155583e-05,6.893760939536892e-05,0.0,0.0002500060938985388,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000070594_11,c_000000070594:9057-12188,2.00e-36,0.0,0.0,9.165724315635465e-05,0.0,0.0,0.0009180875488286563,0.0,0.0,0.00010340641409305336,0.0,6.25015234746347e-05,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000068382_9,c_000000068382:8985-10877,5.70e-34,0.0,0.0,9.165724315635465e-05,0.0,0.0,0.0010200972764762848,0.0,0.0,0.00010340641409305336,0.0,0.0001250030469492694,0.001189513251177618,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000080664_1,c_000000080664:242-2134,5.70e-34,0.0,0.0,4.5828621578177325e-05,0.0,0.0,0.00017001621274604747,0.0,0.0,3.446880469768446e-05,0.0,0.0001250030469492694,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000070618_44,c_000000070618:36181-39228,2.50e-33,0.0002907555719670923,0.0,9.165724315635465e-05,0.0,0.0,0.00013601297019683796,0.0,0.0001235815922746675,0.00020681282818610673,0.0,6.25015234746347e-05,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000068382_8,c_000000068382:5896-8988,5.60e-33,0.0,0.0,9.929534675271754e-05,0.0,0.0,0.0009520907913778659,0.0,0.0,3.446880469768446e-05,0.0,0.0001875045704239041,0.001189513251177618,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000080664_2,c_000000080664:2131-5223,5.60e-33,0.0,0.0,6.11048287709031e-05,0.0,0.0,0.00013601297019683796,0.0,0.0,0.00010340641409305336,0.0,0.0001875045704239041,0.001189513251177618,0.0009035300920697165,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000076993_53,c_000000076993:55969-57855,2.20e-32,0.0,0.0,4.5828621578177325e-05,0.0,0.0,6.800648509841898e-05,0.0,4.119386409155583e-05,0.00034468804697684456,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000070596_13,c_000000070596:11540-15271,2.00e-28,0.0,0.0,0.0001222096575418062,0.0,0.0,0.0004080389105905139,0.0,4.119386409155583e-05,0.0012408769691166404,0.0,0.0,0.0,0.0009035300920697165,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000000762_6,c_000000000762:4884-7982,2.40e-18,7.268889299177308e-05,0.0,0.00035899086902905575,0.0,0.0,0.00017001621274604747,0.0,8.238772818311166e-05,6.893760939536892e-05,0.0,6.25015234746347e-05,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000069296_5,c_000000069296:5787-8885,2.40e-18,0.00014537778598354615,0.0,0.0007027055308653857,0.0002314236255750877,0.0,0.0009520907913778659,0.0,0.0,0.0006893760939536891,0.0,0.0001875045704239041,0.0,0.0,0.0011600120641254669
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000070583_20,c_000000070583:18976-20535,2.60e-13,0.0,0.0,0.0006034101841126681,0.0,0.0,0.0019721880678541504,0.00039020278838912577,0.0,0.0010685329456282182,0.0,0.0010000243755941551,0.002379026502355236,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000087484_5,c_000000087484:1266-1802,5.80e-13,0.0,0.0,7.638103596362888e-06,0.0,0.0,0.00013601297019683796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000105215_3,c_000000105215:1365-3107,8.80e-13,0.0,0.0,3.819051798181444e-05,0.0,0.0,3.400324254920949e-05,0.0,0.0,0.00010340641409305336,0.0,0.0003125076173731735,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000087842_4,c_000000087842:1195-2709,1.50e-11,0.0,0.0,0.00014512396833089487,0.0,0.0,6.800648509841898e-05,0.0,0.0,0.00017234402348842228,0.0,0.0003125076173731735,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000087840_6,c_000000087840:2546-4057,1.60e-11,0.0,0.0,6.11048287709031e-05,0.0,0.0,3.400324254920949e-05,0.0,0.0,0.00020681282818610673,0.0,0.0001250030469492694,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_30.hmm,c_000000032671_26,c_000000032671:20492-21988,7.80e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018568033273915628,0.0002500060938985388,0.0,0.003614120368278866,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000083065_4,c_000000083065:3909-6785,7.60e-28,0.0,0.0,9.165724315635465e-05,0.0,0.0,0.0,0.0,0.0,0.00013787521879073784,0.0,0.0001875045704239041,0.001189513251177618,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000104821_3,c_000000104821:1655-2842,2.20e-12,0.0,0.0,7.638103596362888e-06,0.0,0.0,0.00020401945529525695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000104821_3,c_000000104821:1655-2842,6.90e-21,0.0,0.0,7.638103596362888e-06,0.0,0.0,0.00020401945529525695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000095379_695,c_000000095379:765771-767285,1.50e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002500060938985388,0.0,0.008131770828627448,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000093217_7,c_000000093217:5248-6105,1.50e-12,0.0,0.0,0.0,0.0,0.0,0.00013601297019683796,0.0,0.0,6.893760939536892e-05,0.0,0.0,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000093217_7,c_000000093217:5248-6105,2.70e-17,0.0,0.0,0.0,0.0,0.0,0.00013601297019683796,0.0,0.0,6.893760939536892e-05,0.0,0.0,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000074329_3,c_000000074329:1482-3416,4.30e-20,0.0,0.0,0.0005957720805163053,0.0,0.0,0.0009520907913778659,0.0,0.0,0.00017234402348842228,0.0,0.0003750091408478082,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000074195_64,c_000000074195:40537-41445,7.80e-14,0.0034890668636051074,0.001417796177621505,0.00029788604025815263,0.001619965379025614,0.001681542714548035,0.0010200972764762848,0.0007804055767782515,0.004860875962803589,0.0010685329456282182,0.0018568033273915628,6.25015234746347e-05,0.0,0.001807060184139433,0.003480036192376401
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000015069_6,c_000000015069:2863-3567,4.40e-14,0.0007995778229095039,0.00035444904440537625,3.819051798181444e-05,0.0,0.00033630854290960703,6.800648509841898e-05,0.0,0.00016477545636622333,3.446880469768446e-05,0.0,0.0,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000072251_148,c_000000072251:116273-117394,1.10e-11,7.268889299177308e-05,0.0,1.5276207192725776e-05,0.0,0.0,6.800648509841898e-05,0.0,0.0,6.893760939536892e-05,0.0,0.0001875045704239041,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000003173_7,c_000000003173:4873-5790,9.40e-14,0.0002907555719670923,0.0,3.055241438545155e-05,0.0004628472511501754,0.00033630854290960703,0.0,0.0,0.000247163184549335,0.00010340641409305336,0.0,6.25015234746347e-05,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000094159_10,c_000000094159:4452-5135,2.10e-13,0.0002907555719670923,0.001417796177621505,3.819051798181444e-05,0.0,0.0,0.00023802269784446646,0.0,4.119386409155583e-05,6.893760939536892e-05,0.0,0.0,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000073274_52,c_000000073274:36779-37849,8.60e-13,0.008431911587045676,0.009215675154539783,0.0011151631250689816,0.007405556018402807,0.004372011057824891,0.0023122204933462456,0.0011706083651673775,0.011699057402001858,0.002171534695954121,0.0,6.25015234746347e-05,0.001189513251177618,0.001807060184139433,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000072523_158,c_000000072523:160593-161714,3.00e-11,0.0,0.0,5.3466725174540215e-05,0.0,0.0,0.0,0.0,0.0,3.446880469768446e-05,0.0,0.0,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000013423_9,c_000000013423:5963-6550,8.20e-13,0.0002907555719670923,0.00035444904440537625,5.3466725174540215e-05,0.0004628472511501754,0.00033630854290960703,6.800648509841898e-05,0.00039020278838912577,0.0004119386409155583,0.00020681282818610673,0.0,0.0,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000093250_226,c_000000093250:228695-229774,8.70e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037136066547831257,0.0002500060938985388,0.0,0.009035300920697164,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000078974_2,c_000000078974:643-1755,1.00e-10,7.268889299177308e-05,0.0,3.819051798181444e-05,0.0002314236255750877,0.00033630854290960703,0.0,0.00039020278838912577,0.000741489553648005,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000088750_1,c_000000088750:3-680,2.50e-12,0.0026894890406956038,0.0024811433108376337,0.00016040017552362064,0.002082812630175789,0.001681542714548035,0.0006460616084349803,0.0007804055767782515,0.00444893732188803,0.0006549072892560046,0.0018568033273915628,0.0,0.0,0.0,0.0011600120641254669
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000090025_2,c_000000090025:155-895,2.60e-11,7.268889299177308e-05,0.0,0.00019859069350543508,0.0,0.0,0.00034003242549209494,0.0,0.0,0.00013787521879073784,0.0,0.0,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000095641_50,c_000000095641:20294-21019,2.40e-11,0.0,0.00035444904440537625,1.5276207192725776e-05,0.0,0.00033630854290960703,3.400324254920949e-05,0.0,0.0003707447768240025,0.00013787521879073784,0.0,6.25015234746347e-05,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000090023_2,c_000000090023:266-1006,5.40e-11,0.0,0.00035444904440537625,0.0001222096575418062,0.0,0.0,0.00013601297019683796,0.0,4.119386409155583e-05,6.893760939536892e-05,0.0,0.0,0.0,0.0,0.0
RM_Type_III__Type_III_MTases_FAM_1.hmm,c_000000068622_1,c_000000068622:171-767,3.00e-11,0.001090333394876596,0.003898939488459139,6.11048287709031e-05,0.0011571181278754385,0.0026904683432768563,0.00020401945529525695,0.0,0.0009474588741057843,0.00013787521879073784,0.0018568033273915628,0.0,0.0,0.001807060184139433,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000018856_9,c_000000018856:4044-5435,1.80e-57,0.0,0.00035444904440537625,1.5276207192725776e-05,0.0,0.0,0.0,0.0,0.0001235815922746675,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000077906_24,c_000000077906:23621-24553,2.40e-38,0.00043613335795063843,0.0021266942664322575,6.8742932367266e-05,0.0004628472511501754,0.0006726170858192141,6.800648509841898e-05,0.0,0.0009474588741057843,0.00010340641409305336,0.0,0.0001250030469492694,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000019903_63,c_000000019903:45065-45928,9.30e-14,0.0,0.0,1.5276207192725776e-05,0.0002314236255750877,0.0,3.400324254920949e-05,0.0,4.119386409155583e-05,0.00010340641409305336,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000019903_63,c_000000019903:45065-45928,1.70e-14,0.0,0.0,1.5276207192725776e-05,0.0002314236255750877,0.0,3.400324254920949e-05,0.0,4.119386409155583e-05,0.00010340641409305336,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000095379_695,c_000000095379:765771-767285,3.10e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002500060938985388,0.0,0.008131770828627448,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000083065_4,c_000000083065:3909-6785,1.80e-20,0.0,0.0,9.165724315635465e-05,0.0,0.0,0.0,0.0,0.0,0.00013787521879073784,0.0,0.0001875045704239041,0.001189513251177618,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000104821_3,c_000000104821:1655-2842,1.20e-22,0.0,0.0,7.638103596362888e-06,0.0,0.0,0.00020401945529525695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000074329_3,c_000000074329:1482-3416,2.00e-22,0.0,0.0,0.0005957720805163053,0.0,0.0,0.0009520907913778659,0.0,0.0,0.00017234402348842228,0.0,0.0003750091408478082,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000093217_7,c_000000093217:5248-6105,1.50e-21,0.0,0.0,0.0,0.0,0.0,0.00013601297019683796,0.0,0.0,6.893760939536892e-05,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000077252_2,c_000000077252:669-1610,9.30e-16,0.0,0.0,4.5828621578177325e-05,0.0,0.0,0.0,0.0,0.0,3.446880469768446e-05,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000022962_8,c_000000022962:3666-4217,6.90e-16,0.00014537778598354615,0.0,0.0,0.0,0.0,0.0,0.0,8.238772818311166e-05,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000085875_782,c_000000085875:834161-834823,2.70e-13,0.0,0.0,1.5276207192725776e-05,0.0,0.0,0.00010200972764762848,0.0,0.0,0.00017234402348842228,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000033041_3,c_000000033041:2157-3176,1.00e-14,0.0007268889299177307,0.00035444904440537625,1.5276207192725776e-05,0.0,0.001008925628728821,0.00010200972764762848,0.0007804055767782515,0.0003707447768240025,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000071267_43,c_000000071267:50888-51544,2.20e-12,0.00014537778598354615,0.00035444904440537625,0.00016040017552362064,0.0002314236255750877,0.0,0.00037403566804130445,0.0,0.00016477545636622333,0.0004480944610698979,0.0,0.0001250030469492694,0.002379026502355236,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000013653_13,c_000000013653:6866-7366,2.20e-13,0.0,0.0,2.2914310789088663e-05,0.0,0.0,6.800648509841898e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000077241_1,c_000000077241:209-1114,6.60e-13,0.0,0.0,0.00023678121148724954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_37.hmm,c_000000013653_15,c_000000013653:7753-8031,1.00e-11,0.0,0.0,2.2914310789088663e-05,0.0,0.0,6.800648509841898e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000100290_2,c_000000100290:1301-2710,1.60e-36,0.0,0.0,6.11048287709031e-05,0.0,0.0,3.400324254920949e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000089883_19,c_000000089883:18614-20743,2.70e-18,7.268889299177308e-05,0.0,0.0009012962243708207,0.0002314236255750877,0.0,0.0022442140082478265,0.0,0.0,0.002171534695954121,0.0,0.0009375228521195204,0.001189513251177618,0.0,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000088415_461,c_000000088415:582020-583432,2.20e-15,0.0,0.0,0.0,0.0,0.0,6.800648509841898e-05,0.0,0.0,6.893760939536892e-05,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000070580_12,c_000000070580:11213-11758,3.00e-13,0.0,0.0,0.000404819490607233,0.0,0.0,0.00333231776982253,0.0,0.0,0.0008272513127444269,0.0,0.0005000121877970776,0.0,0.0009035300920697165,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000070597_11,c_000000070597:9873-10418,3.00e-13,7.268889299177308e-05,0.0,0.00038954328341450726,0.0,0.0,0.0005440518807873518,0.0,0.0,6.893760939536892e-05,0.0,0.0002500060938985388,0.001189513251177618,0.0,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000069304_11,c_000000069304:8902-9447,4.50e-13,0.0,0.00035444904440537625,0.000137485864734532,0.0,0.0,0.00023802269784446646,0.0,0.0,0.00010340641409305336,0.0,0.0001250030469492694,0.0,0.0,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000070606_16,c_000000070606:17918-18463,4.50e-13,0.0,0.0,0.0003360765582399671,0.0,0.0,0.001870178340206522,0.0,4.119386409155583e-05,0.0006893760939536891,0.0,0.0006875167582209817,0.001189513251177618,0.0009035300920697165,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000070596_9,c_000000070596:7298-7843,5.20e-13,0.0,0.0,0.00039718138701087016,0.0,0.0,0.0006120583658857709,0.0,0.0,0.0009306577268374802,0.0,0.0005625137112717123,0.001189513251177618,0.0009035300920697165,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000071480_9,c_000000071480:10416-10961,5.30e-13,0.0,0.0,0.0004964767337635877,0.0,0.0,0.0008500810637302373,0.0,0.0,0.0004480944610698979,0.0,0.000625015234746347,0.001189513251177618,0.0,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000070582_10,c_000000070582:8140-8685,5.80e-13,0.0,0.0,0.000274971729469064,0.0,0.0,0.0006120583658857709,0.0,0.0,6.893760939536892e-05,0.0,0.0001875045704239041,0.0,0.0,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000081131_10,c_000000081131:9391-9906,7.10e-13,0.0,0.0,0.00021386690069816086,0.0,0.0,0.0006120583658857709,0.0,0.0,0.00017234402348842228,0.0,6.25015234746347e-05,0.001189513251177618,0.0,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000079184_41,c_000000079184:32077-33945,1.80e-12,7.268889299177308e-05,0.0,7.638103596362888e-05,0.0,0.0,0.00010200972764762848,0.0,0.0,3.446880469768446e-05,0.0,0.0,0.0,0.0,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000070583_15,c_000000070583:14486-14977,1.10e-11,7.268889299177308e-05,0.0,0.0006416007020944826,0.0,0.0,0.0019041815827557317,0.0,0.0,0.0010340641409305336,0.0,0.0010625258990687898,0.0,0.0,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000070581_10,c_000000070581:8150-8695,1.30e-11,0.0,0.0,0.00012984776113816909,0.0,0.0,0.0007480713360826089,0.0,0.0,6.893760939536892e-05,0.0,6.25015234746347e-05,0.0,0.0,0.0
RM_Type_II__Type_II_REase06.hmm,c_000000089895_8,c_000000089895:6356-8494,7.20e-11,0.0,0.0,3.055241438545155e-05,0.0,0.0,0.00017001621274604747,0.0,0.0,3.446880469768446e-05,0.0,6.25015234746347e-05,0.0,0.0,0.0
RM_Type_IV__Type_IV_01.hmm,c_000000069522_23,c_000000069522:21050-22309,2.10e-35,7.268889299177308e-05,0.0,0.00011457155394544332,0.0,0.0,0.0005100486382381424,0.0,0.00016477545636622333,0.0003102192422791601,0.0,6.25015234746347e-05,0.0,0.0009035300920697165,0.0
RM_Type_IV__Type_IV_01.hmm,c_000000081131_19,c_000000081131:22127-23566,1.40e-34,0.0,0.0,0.000274971729469064,0.0,0.0,0.0005440518807873518,0.0,0.0,0.00020681282818610673,0.0,0.0,0.001189513251177618,0.0,0.0011600120641254669
RM_Type_IV__Type_IV_01.hmm,c_000000069517_46,c_000000069517:37489-38847,4.80e-32,0.0,0.0,2.2914310789088663e-05,0.0,0.0,6.800648509841898e-05,0.0,0.0,0.00013787521879073784,0.0,0.0,0.0,0.0,0.0
RM_Type_IV__Type_IV_01.hmm,c_000000090768_4,c_000000090768:2193-3689,1.50e-27,0.0,0.0,2.2914310789088663e-05,0.0,0.0,6.800648509841898e-05,0.0,0.0,6.893760939536892e-05,0.0,0.0,0.0,0.0,0.0
RM_Type_IV__Type_IV_01.hmm,c_000000085743_414,c_000000085743:426799-427458,2.10e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001250030469492694,0.0,0.004517650460348582,0.0
RM_Type_IV__Type_IV_01.hmm,c_000000085743_415,c_000000085743:427547-428116,7.20e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001250030469492694,0.0,0.003614120368278866,0.0
RM_Type_II__Type_II_REase17.hmm,c_000000068352_3,c_000000068352:1203-2381,1.00e-36,0.0,0.0,0.0001909525899090722,0.0,0.0,6.800648509841898e-05,0.0,0.0,6.893760939536892e-05,0.0,6.25015234746347e-05,0.0,0.0,0.0
RM_Type_II__Type_II_MTases_FAM_3.hmm,c_000000074195_64,c_000000074195:40537-41445,2.40e-102,0.0034890668636051074,0.001417796177621505,0.00029788604025815263,0.001619965379025614,0.001681542714548035,0.0010200972764762848,0.0007804055767782515,0.004860875962803589,0.0010685329456282182,0.0018568033273915628,6.25015234746347e-05,0.0,0.001807060184139433,0.003480036192376401
RM_Type_II__Type_II_MTases_FAM_3.hmm,c_000000001618_35,c_000000001618:22427-23545,2.90e-102,0.0,0.0,3.819051798181444e-05,0.0,0.0,3.400324254920949e-05,0.0,0.0,6.893760939536892e-05,0.0,0.0,0.0,0.0,0.0
