seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
contig_118241	21751	No terminal repeats	NA	47	11	0.9828	NA	4	56.3328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83515	5891	No terminal repeats	NA	14	11	0.9828	NA	1	19.7530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66666	77940	No terminal repeats	NA	146	11	0.9828	NA	8	192.6337	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_134502	13078	No terminal repeats	NA	23	11	0.9828	NA	5	25.0499	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_53550	10486	No terminal repeats	NA	15	11	0.9828	NA	3	22.0664	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_91156	2941	No terminal repeats	NA	7	11	0.9828	NA	0	11.7669	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_54090	26366	No terminal repeats	NA	44	11	0.9828	NA	5	54.7990	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_75467	7561	No terminal repeats	NA	20	11	0.9828	NA	0	27.2873	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
contig_121618	17784	No terminal repeats	NA	31	11	0.9828	NA	7	42.7674	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_127043	6900	No terminal repeats	NA	13	11	0.9828	NA	0	13.1620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
contig_52510	44321	No terminal repeats	NA	68	11	0.9828	NA	4	99.4740	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_53802	29601	No terminal repeats	NA	50	11	0.9828	NA	2	71.6629	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83486	8670	No terminal repeats	NA	16	11	0.9828	NA	2	23.8524	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_99382	3712	No terminal repeats	NA	4	11	0.9828	NA	0	6.8690	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_57790	6702	No terminal repeats	NA	13	11	0.9828	NA	0	13.7392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_59916	9203	No terminal repeats	NA	13	11	0.9828	NA	2	20.2184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_100346	4729	No terminal repeats	NA	7	11	0.9828	NA	0	9.5994	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_72736	46039	No terminal repeats	NA	89	11	0.9828	NA	4	81.7738	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_74985	48425	No terminal repeats	NA	75	11	0.9828	NA	6	105.6136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_67224	13925	No terminal repeats	NA	29	11	0.9828	NA	2	38.8714	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_53793	9981	No terminal repeats	NA	16	11	0.9828	NA	1	21.4466	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_64501	7940	No terminal repeats	NA	10	11	0.9828	NA	2	14.2844	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_104632	7725	No terminal repeats	NA	20	11	0.9828	NA	6	24.9390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_108318	8467	ITR	NA	8	11	0.9828	NA	0	9.2414	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_85526	11076	No terminal repeats	NA	18	11	0.9828	NA	1	29.8382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_120360	5949	No terminal repeats	NA	12	11	0.9828	NA	3	13.4621	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_101088	13701	No terminal repeats	NA	20	11	0.9828	NA	6	32.4501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
contig_122331	5717	No terminal repeats	NA	14	11	0.9828	NA	0	18.7087	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_102301	17064	No terminal repeats	NA	24	11	0.9828	NA	0	36.4798	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_70199	14866	No terminal repeats	NA	23	11	0.9828	NA	2	39.1792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_126300	20464	No terminal repeats	NA	43	11	0.9828	NA	3	55.0309	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_109610	6092	No terminal repeats	NA	18	11	0.9828	NA	0	21.6015	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83719	3938	No terminal repeats	NA	4	11	0.9828	NA	2	6.8603	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83202	16392	No terminal repeats	NA	36	11	0.9828	NA	1	49.7987	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_119733	55431	No terminal repeats	NA	89	11	0.9828	NA	21	116.7186	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_87287	17559	No terminal repeats	NA	27	11	0.9828	NA	1	29.0076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_56774	31823	No terminal repeats	NA	50	11	0.9828	NA	3	51.4618	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_133493	15456	No terminal repeats	NA	18	11	0.9828	NA	1	23.4646	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_120881	9950	No terminal repeats	NA	9	11	0.9828	NA	0	14.8407	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_87288	11848	No terminal repeats	NA	20	11	0.9828	NA	1	18.8837	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_115241	18762	No terminal repeats	NA	46	11	0.9828	NA	9	50.2952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_93723	20085	No terminal repeats	NA	47	11	0.9828	NA	3	63.9608	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_93451	15213	No terminal repeats	NA	24	11	0.9828	NA	2	26.8850	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_110604	74532	No terminal repeats	NA	125	11	0.9828	NA	17	145.0976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_63320	18945	No terminal repeats	NA	29	11	0.9828	NA	1	33.7917	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_100168	19563	No terminal repeats	NA	43	11	0.9828	NA	3	50.5183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_86017	4953	No terminal repeats	NA	8	11	0.9828	NA	1	8.5703	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66332	3787	No terminal repeats	NA	10	4	0.9828	NA	0	11.4729	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66714	5907	No terminal repeats	NA	5	11	0.9828	NA	0	7.5840	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_89839	7365	No terminal repeats	NA	12	11	0.9828	NA	1	14.9929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_77356	9704	No terminal repeats	NA	12	11	0.9828	NA	4	20.6105	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
contig_53214	45164	No terminal repeats	NA	95	11	0.9828	NA	8	101.2276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_92206	11306	No terminal repeats	NA	24	11	0.9828	NA	0	25.0388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_103501	6074	No terminal repeats	NA	10	11	0.9828	NA	2	13.7137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_91825	18120	No terminal repeats	NA	37	11	0.9828	NA	1	49.2225	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_63221	24762	No terminal repeats	NA	50	11	0.9828	NA	2	67.6515	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_120455	28740	No terminal repeats	NA	54	11	0.9828	NA	7	77.5147	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_133825	4966	No terminal repeats	NA	10	11	0.9828	NA	0	14.5693	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_121790	42917	No terminal repeats	NA	58	11	0.9828	NA	3	78.5293	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_107565	8581	No terminal repeats	NA	19	11	0.9828	NA	1	23.5606	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_132360	36314	No terminal repeats	NA	44	11	0.9828	NA	3	61.5484	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_64532	12258	No terminal repeats	NA	12	11	0.9828	NA	2	17.9776	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_72012	15981	No terminal repeats	NA	23	11	0.9828	NA	4	31.6918	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_57662	93984	No terminal repeats	NA	162	11	0.9828	NA	17	198.2292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_93013	10728	No terminal repeats	NA	20	11	0.9828	NA	3	27.1286	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_76195	38609	No terminal repeats	NA	49	11	0.9828	NA	0	65.4128	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_80883	31606	No terminal repeats	NA	56	11	0.9828	NA	6	64.2287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_89253	24856	No terminal repeats	NA	47	11	0.9827	NA	7	69.5701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_133265	3880	No terminal repeats	NA	7	11	0.9827	NA	1	10.1242	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_85565	19899	No terminal repeats	NA	36	11	0.9827	NA	2	37.5467	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_106225	16153	No terminal repeats	NA	42	11	0.9827	NA	1	53.8378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_90232	5796	No terminal repeats	NA	11	11	0.9827	NA	5	13.7419	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_72152	40957	No terminal repeats	NA	87	11	0.9827	NA	7	112.8573	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_62102	8571	No terminal repeats	NA	20	11	0.9827	NA	0	22.0358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_52509	7599	No terminal repeats	NA	13	11	0.9827	NA	0	13.7453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_71138	81925	No terminal repeats	NA	129	11	0.9827	NA	23	156.1734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_78362	12248	No terminal repeats	NA	18	11	0.9827	NA	3	21.1915	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_105438	7450	No terminal repeats	NA	18	11	0.9827	NA	2	22.1127	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_106341	30262	No terminal repeats	NA	50	11	0.9827	NA	3	58.4063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66359	11928	No terminal repeats	NA	22	11	0.9827	NA	1	28.5840	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_132649	26560	No terminal repeats	NA	48	11	0.9827	NA	1	57.2012	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_111202	18617	No terminal repeats	NA	37	11	0.9827	NA	3	41.5750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_117051	31043	No terminal repeats	NA	50	11	0.9827	NA	4	68.3196	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_74989	9432	No terminal repeats	NA	15	11	0.9827	NA	0	21.9456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_65227	39776	No terminal repeats	NA	64	11	0.9827	NA	7	85.0316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_75466	59398	No terminal repeats	NA	97	11	0.9827	NA	4	136.8168	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_108934	16677	No terminal repeats	NA	21	11	0.9827	NA	0	23.5138	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_67283	53686	No terminal repeats	NA	123	11	0.9827	NA	14	151.2618	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_116200	23291	No terminal repeats	NA	44	11	0.9827	NA	1	49.5603	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_87517	38770	No terminal repeats	NA	49	11	0.9827	NA	6	64.7934	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83516	41998	No terminal repeats	NA	88	11	0.9827	NA	4	100.4269	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_54486	18841	No terminal repeats	NA	33	11	0.9827	NA	1	35.7626	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_96338	12000	No terminal repeats	NA	20	11	0.9827	NA	1	24.0174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_134965	14356	No terminal repeats	NA	32	11	0.9827	NA	3	37.6582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_91330	11115	No terminal repeats	NA	18	11	0.9827	NA	1	21.4163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_81854	20470	No terminal repeats	NA	30	11	0.9827	NA	5	35.7545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_92498	3029	No terminal repeats	NA	7	11	0.9827	NA	0	11.7804	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_109280	11345	No terminal repeats	NA	22	11	0.9827	NA	2	29.5388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_65963	8566	No terminal repeats	NA	6	11	0.9827	NA	1	9.1707	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Autographiviridae
contig_110475	22252	No terminal repeats	NA	39	11	0.9827	NA	0	50.4128	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_67558	5824	No terminal repeats	NA	13	11	0.9827	NA	0	14.1321	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_74834	14498	No terminal repeats	NA	23	11	0.9827	NA	1	27.4137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_63225	44866	No terminal repeats	NA	80	11	0.9827	NA	7	116.8628	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_67277	11814	No terminal repeats	NA	30	11	0.9827	NA	2	29.7776	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_59492	11622	No terminal repeats	NA	9	11	0.9827	NA	0	13.8535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_117589	5215	No terminal repeats	NA	5	11	0.9827	NA	2	8.3124	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_85827	7289	No terminal repeats	NA	12	11	0.9827	NA	1	13.6972	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_124601	11285	No terminal repeats	NA	15	11	0.9827	NA	0	20.4903	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_83257	11624	No terminal repeats	NA	29	11	0.9827	NA	0	31.4726	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_74982	14526	No terminal repeats	NA	16	11	0.9827	NA	0	20.2328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_92048	25783	No terminal repeats	NA	51	11	0.9827	NA	3	53.2448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_102752	17467	No terminal repeats	NA	38	11	0.9827	NA	1	37.5076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_94310	13483	No terminal repeats	NA	31	11	0.9827	NA	6	36.4116	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_122177	30593	No terminal repeats	NA	58	11	0.9827	NA	6	78.2114	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_127672	4137	No terminal repeats	NA	11	11	0.9827	NA	0	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_53568	21284	No terminal repeats	NA	34	11	0.9827	NA	3	41.1050	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_72035	6356	No terminal repeats	NA	8	11	0.9827	NA	1	11.6241	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_68156	10811	No terminal repeats	NA	21	11	0.9827	NA	4	30.9187	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_125969	18578	No terminal repeats	NA	30	11	0.9827	NA	2	27.8207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_78267	13303	No terminal repeats	NA	16	11	0.9827	NA	0	19.6143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_65648	7063	No terminal repeats	NA	11	11	0.9827	NA	0	14.9184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_96172	60961	No terminal repeats	NA	94	11	0.9827	NA	3	118.6867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_69517	47525	No terminal repeats	NA	40	11	0.9827	NA	3	56.8609	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_54004	38216	No terminal repeats	NA	76	11	0.9827	NA	5	85.0668	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_111507	28044	No terminal repeats	NA	60	11	0.9827	NA	9	87.4788	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_100351	35708	No terminal repeats	NA	52	11	0.9827	NA	1	75.9474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_113307	57590	No terminal repeats	NA	72	11	0.9827	NA	7	95.0811	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_114541	24973	No terminal repeats	NA	48	11	0.9827	NA	3	59.8134	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_73525	22355	No terminal repeats	NA	34	11	0.9827	NA	2	43.3664	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_119926	30230	No terminal repeats	NA	67	11	0.9827	NA	6	85.2981	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_61715	19454	No terminal repeats	NA	35	11	0.9827	NA	1	44.6113	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_89004	14091	No terminal repeats	NA	35	11	0.9827	NA	1	30.9120	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_74131	60946	No terminal repeats	NA	87	11	0.9827	NA	6	130.1034	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_57783	25408	No terminal repeats	NA	41	11	0.9827	NA	1	39.0884	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_59901	15052	No terminal repeats	NA	13	11	0.9827	NA	2	20.6194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_80538	13695	No terminal repeats	NA	25	11	0.9827	NA	0	30.3024	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_74133	4242	No terminal repeats	NA	12	11	0.9827	NA	0	13.5405	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_82973	7151	No terminal repeats	NA	21	11	0.9827	NA	0	26.7873	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_135721	17107	No terminal repeats	NA	24	11	0.9827	NA	5	35.2835	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_58902	12194	No terminal repeats	NA	17	11	0.9827	NA	2	21.5737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_88272	58406	No terminal repeats	NA	82	11	0.9827	NA	6	107.7268	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_99353	6091	No terminal repeats	NA	9	15	0.9827	NA	1	10.2982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_119283	18647	No terminal repeats	NA	24	11	0.9827	NA	5	31.5827	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_81329	4477	No terminal repeats	NA	9	11	0.9827	NA	0	11.2883	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_95221	31582	No terminal repeats	NA	47	11	0.9827	NA	8	61.2686	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_66085	6773	No terminal repeats	NA	15	11	0.9827	NA	1	18.5563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_85598	7944	No terminal repeats	NA	14	11	0.9827	NA	0	16.6599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_91506	17441	No terminal repeats	NA	25	11	0.9827	NA	0	27.2434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_72015	33215	No terminal repeats	NA	47	11	0.9827	NA	2	59.5514	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_71395	5512	No terminal repeats	NA	13	11	0.9827	NA	0	14.8048	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_60170	10157	No terminal repeats	NA	12	11	0.9827	NA	1	14.4440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_107044	4694	No terminal repeats	NA	11	11	0.9827	NA	0	11.9899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_77596	32101	No terminal repeats	NA	38	11	0.9827	NA	3	44.4504	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
contig_57278	11526	No terminal repeats	NA	21	11	0.9827	NA	0	18.4028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_106226	11544	No terminal repeats	NA	24	11	0.9827	NA	3	30.7390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_80649	20873	No terminal repeats	NA	35	11	0.9827	NA	7	38.9538	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_70958	14031	No terminal repeats	NA	18	11	0.9827	NA	1	19.9358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_58861	6782	No terminal repeats	NA	17	11	0.9827	NA	0	19.1722	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_53514	14512	No terminal repeats	NA	29	11	0.9827	NA	2	39.2844	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_136154	13788	No terminal repeats	NA	28	11	0.9827	NA	10	41.0174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_57707	16007	No terminal repeats	NA	22	11	0.9827	NA	4	27.4640	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_62656	11518	No terminal repeats	NA	32	11	0.9827	NA	0	29.1301	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_126501	35324	No terminal repeats	NA	53	11	0.9827	NA	8	69.2757	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_57789	8939	No terminal repeats	NA	18	11	0.9827	NA	0	17.1758	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_70600	10789	No terminal repeats	NA	20	11	0.9827	NA	8	27.3492	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_122176	7682	No terminal repeats	NA	14	11	0.9827	NA	4	22.3131	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_85939	16502	No terminal repeats	NA	27	11	0.9827	NA	2	28.1408	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_60168	34342	No terminal repeats	NA	37	11	0.9827	NA	3	52.2224	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_54415	51376	No terminal repeats	NA	80	11	0.9827	NA	5	100.6523	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_52191	18995	No terminal repeats	NA	35	11	0.9827	NA	0	45.8015	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_134383	30711	No terminal repeats	NA	25	11	0.9827	NA	2	37.9797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_74141	9962	No terminal repeats	NA	15	11	0.9827	NA	2	22.1129	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_105685	4014	No terminal repeats	NA	7	11	0.9827	NA	2	8.5707	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_58187	39418	No terminal repeats	NA	46	11	0.9827	NA	2	63.2667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
contig_87462	2521	No terminal repeats	NA	8	11	0.9827	NA	0	11.1679	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
contig_107245	11850	No terminal repeats	NA	25	11	0.9827	NA	0	23.8887	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
