contig_id	contig_length	viral_length	aai_expected_length	aai_completeness	aai_confidence	aai_error	aai_num_hits	aai_top_hit	aai_id	aai_af	hmm_completeness_lower	hmm_completeness_upper	hmm_num_hits	kmer_freq
contig_117210	16292	NA	39255.96236909059	41.50197579368992	low	NA	2	3300011334|Ga0153697_1117	20.8	32.15	7.25	41.92	1	1.58
contig_117211	15850	NA	77278.1616486878	20.510322271970267	low	19.919469608367	6	DTR_242441	33.7	11.49	7.06	40.78	1	1.55
contig_117265	8628	NA	67970.30130395609	12.69377924546264	low	13.3435582822086	47	DTR_892121	37.07	24.79	7.128112379280069	27.08107111501317	2	1.0
contig_117270	10704	NA	264375.768483922	4.048782557260335	low	17.1008155064413	7	GCA_902996175.1	76.5	3.88	NA	NA	0	1.0
contig_117296	9594	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_117310	3234	NA	NA	NA	NA	NA	0	NA	NA	NA	1.3943529411764706	2.5861176470588236	2	1.0
contig_117319	33808	NA	143241.31656986676	23.602128777914405	medium	7.17609750786514	3	GCA_020474765.1	52.91	17.67	15.442791251035814	35.99063745702888	11	1.0
contig_117355	30085	NA	55343.23768541539	54.36075166221853	high	3.72516476874814	22	GCA_018954585.1	60.93	35.34	40.75511885454556	80.65470125024532	17	1.0
contig_117413	9824	NA	56202.750997598916	17.479571418878944	low	17.1008155064413	20	GCA_009651635.1	73.2	3.04	8.83	27.23	1	1.0
contig_117422	3863	NA	46236.231082170845	8.354919744939183	high	3.81315232098177	51	GCA_012951155.1	77.41	41.92	4.3744049135654555	11.645136801964075	3	1.0
contig_117431	18494	NA	50158.57469504972	36.87106364652188	low	26.8672114679771	323	GCA_003441075.1	40.2	3.78	8.474440300602712	16.204411480569185	5	1.0
contig_117434	14430	NA	181377.99174727924	7.955761259120048	low	17.6045073650536	85	GCA_000905255.1	64.65	10.31	6.781816764866971	12.127302383443105	5	1.0
contig_117447	7118	NA	4466.714690553644	100.0	high	3.72932048244917	129	DTR_639511	58.08	63.32	97.68394276627804	100.00000000000001	4	1.11
contig_117462	2064	NA	60237.14711275305	3.426457093222833	high	3.65868382270181	228	DTR_235649	70.61	100.0	1.39	5.71	1	1.0
contig_117465	8523	NA	180020.11135139546	4.734471018831493	low	13.3435582822086	3	DTR_348933	33.8	26.06	NA	NA	0	1.0
contig_117480	4593	NA	58598.04642631338	7.838145262701998	high	3.24930290787003	60	GCA_012942555.1	81.77	49.31	5.6103703703703705	12.130805152979065	2	1.0
contig_117492	6523	NA	66374.23024804617	9.827609262846426	high	4.17787537743618	10	GCA_012936385.1	69.71	43.85	3.2390000000000003	11.219306451612903	2	1.0
contig_117531	7561	NA	51175.479164736615	14.77465404019127	medium	9.64299623523303	7	DTR_892163	72.61	14.79	4.53	22.0	1	1.0
contig_117550	8179	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_117563	2532	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_117571	9964	NA	1035328.7606637899	0.9623996143613057	low	28.292853557284	17	GCA_004156295.1	27.4	19.35	1.1207176287051483	4.490592823712949	2	1.0
contig_117576	24619	NA	32536.10624285788	75.66670644679311	high	3.39357354648824	106	DTR_115884	59.15	57.74	50.35070371376028	82.06157835211847	8	1.0
contig_117577	31461	NA	32837.970232421525	95.80677422302425	high	2.9270941310035	11	DTR_255245	67.64	36.86	65.90987222935446	96.84368533334302	9	1.0
contig_117579	14471	NA	60139.40413470967	24.062426637260295	high	4.02098899218616	52	DTR_891916	85.23	33.42	8.362374870356854	32.55166749894365	3	1.03
contig_117589	5215	NA	36027.5462403384	14.475035200040912	high	1.60320641282565	82	DTR_249801	85.41	100.0	6.094729241877257	15.537003610108306	2	1.0
contig_117605	4081	NA	122431.57599323755	3.333290425196693	low	11.8740654837217	3	DTR_893586	61.3	19.77	2.6846830467543206	9.688324183594288	3	1.0
contig_117614	4861	NA	35434.08714018161	13.71842875694606	high	2.36221501213025	7	DTR_321875	63.23	90.77	5.343093836524814	14.662829056050628	3	1.0
contig_117615	13637	NA	62675.95479337497	21.7579453635088	medium	8.23376929421468	26	DTR_229711	55.04	22.08	14.373666751412097	21.369720419423498	4	1.0
contig_117617	62932	NA	214699.0061534815	29.311733262058937	high	4.39701194829575	2	3300017700|Ga0181339_1000001	49.58	26.95	30.21579584596599	68.79634073968909	10	1.0
contig_117626	10319	NA	59170.99852494577	17.43928657152817	low	18.5054626365659	13	DTR_701662	84.1	3.71	4.6	6.04	1	1.0
contig_117627	7074	NA	181239.72250785687	3.9031178717973027	low	13.9757982883961	66	GCA_000892455.1	41.51	31.98	2.963598227425302	5.7117985349802405	3	1.0
contig_117632	7696	NA	29671.000000000004	25.93778436857537	low	12.5453716678203	1	GCA_012952105.1	27.9	32.43	NA	NA	0	1.0
contig_117643	10155	NA	303704.55114178854	3.3437101820904234	high	4.73066107956112	3	GCA_902983925.1	58.63	29.53	4.309530685920577	12.557436823104691	2	1.01
contig_117659	6875	NA	205582.2549558758	3.3441602250522955	low	15.1657311952622	4	DTR_893586	37.9	26.35	NA	NA	0	1.0
contig_117682	20226	NA	95944.54880025603	21.08092669455133	high	2.58132490451732	3	DTR_888536	67.57	52.42	15.182835375558463	25.90195742417231	11	1.0
contig_117686	9593	NA	592096.0	1.6201764578716964	low	32.8609121902687	1	3300020704|Ga0214250_1000002	24.9	10.42	1.5525122122153536	8.21305697639146	3	1.0
contig_117693	6496	NA	146473.0	4.434947055088651	low	13.1821249631444	1	DTR_233849	38.6	33.25	8.54	15.92	1	1.0
contig_117694	12128	NA	61785.15184381778	19.629311635678253	low	25.5595308871383	2	GCA_019333725.1	31.2	14.7	16.97	35.56	1	1.0
contig_117715	7925	NA	35072.0	22.59637317518248	low	16.4293487069065	1	DTR_318811	27.2	30.58	NA	NA	0	1.0
contig_117717	5670	NA	13389.000000000002	42.34819628052879	low	16.7746825248758	1	GCA_003441075.1	37.0	24.06	2.5329963898916965	3.7545848375451265	2	1.0
contig_117722	19015	NA	55529.81500721875	34.24286574253506	high	2.58362145412154	17	DTR_269761	68.94	38.97	28.10342077838436	53.75750930362059	6	1.0
contig_117723	19621	NA	92588.21453958609	21.191682005716874	low	16.0886513846799	294	DTR_295817	49.42	9.82	9.542823940032399	18.60965808929807	9	1.0
contig_117730	4628	NA	48621.77790512647	9.51836851591567	high	2.94453330219986	7	GCA_012954875.1	88.33	43.42	7.100794648300628	13.070946730894207	3	1.0
contig_117738	9257	NA	48972.07438691063	18.902609529798134	high	3.22509509895805	4	DTR_628484	74.3	29.19	9.305905787250795	26.895341394358997	4	1.0
contig_117739	56113	NA	56619.934872009035	99.10467069035849	high	2.32417655550891	21	DTR_696566	61.85	21.15	68.3372551503447	99.99999999999997	25	1.0
contig_117740	9022	NA	59135.60700224442	15.256459614353128	high	2.28458561202005	59	DTR_892777	69.7	80.39	12.52988058546554	21.846185790010466	8	1.0
contig_117764	5452	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_117768	4942	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.94
contig_117792	10448	NA	NA	NA	NA	NA	0	NA	NA	NA	2.35	3.07	1	1.0
contig_117797	5816	NA	21975.462254018945	26.46588241362864	low	19.4362889019378	25	3300020043|Ga0206655_1000194	36.75	22.36	NA	NA	0	1.01
contig_117801	30218	NA	32582.023796505317	92.74439239480613	high	2.9270941310035	11	DTR_234435	68.76	32.67	60.16018019086519	93.9319918443201	11	1.0
contig_117828	24523	NA	NA	NA	NA	NA	0	NA	NA	NA	5.51	7.21	1	1.0
contig_117831	3442	NA	NA	NA	NA	NA	0	NA	NA	NA	5.22	5.74	1	3.95
contig_117839	5555	NA	181719.70335405134	3.056905716589788	low	11.1328258931633	21	GCA_000905255.1	49.2	25.0	2.3866839378238343	5.793108808290156	2	1.0
contig_117842	9173	NA	160356.0440469113	5.720395545126125	low	14.6579797588075	3	GCA_000905255.1	51.5	14.08	3.89	5.85	1	1.0
contig_117861	14655	NA	64731.4480194269	22.639691291320734	high	2.99964695354049	19	GCA_012943075.1	78.92	44.82	20.037417826093865	36.44686090586088	5	1.0
contig_117870	31466	NA	59491.25099846139	52.891810933365306	high	2.240531474908	8	DTR_892154	69.29	68.56	30.591968494963467	85.13830975926831	13	1.0
contig_117873	13708	NA	54033.68512192434	25.369359815212633	high	4.92520462884561	81	GCA_012949295.1	69.96	25.09	16.039952266172783	36.078699676303145	5	1.0
contig_117899	9797	NA	53330.32185403286	18.370412289681592	medium	7.2083649230396	19	GCA_012944665.1	63.36	20.22	12.200763327233014	21.693983115886418	3	1.0
contig_117914	6521	NA	45989.239279699446	14.179403926079937	low	27.3298538986542	18	GCA_020484125.1	34.2	12.3	NA	NA	0	1.03
contig_117923	15526	NA	51218.60217021913	30.31320524601809	medium	7.58967793987957	9	DTR_889398	35.98	37.6	20.32033783783784	32.51533783783783	2	1.03
contig_117924	21250	NA	55989.0	37.9538837986033	low	27.441312952095	1	GCA_009658655.1	26.8	8.19	30.32	49.58	1	1.01
contig_117938	7113	NA	49274.860680327445	14.43535283873426	low	19.4362889019378	10	DTR_628256	34.21	19.06	7.650000000000001	23.11	1	1.0
contig_118006	12042	NA	56319.75096813922	21.38148658862556	low	21.411395899756	30	GCA_902985825.1	58.3	3.89	NA	NA	0	1.01
contig_118048	10216	NA	191220.27125710435	5.342529812785447	medium	5.08558533193814	15	3300025879|Ga0209555_10000008	64.37	24.5	5.026722492192238	6.406490170902571	4	1.02
contig_118049	11787	NA	200375.99999999997	5.88244101089951	low	20.8613535555874	1	3300025652|Ga0208134_1000001	69.2	6.88	NA	NA	0	1.54
contig_118050	10688	NA	192127.19020458014	5.562981475250455	high	4.27394735326306	12	3300025652|Ga0208134_1000001	72.87	24.14	4.15	6.04	1	1.87
contig_118053	168838	NA	142169.64305944613	100.0	low	35.9439843853632	119	818689	41.69	2.97	77.18186771212687	100.0	5	1.15
contig_118064	4922	NA	102923.44493212842	4.782195158008704	high	3.42094760248589	46	DTR_226559	96.37	35.96	2.22	14.74	1	1.0
contig_118076	31776	NA	NA	NA	NA	NA	0	NA	NA	NA	13.5	17.73	1	1.0
contig_118092	4539	NA	157205.82408505256	2.887297608989524	low	13.1645631304517	3	DTR_342622	68.9	15.9	NA	NA	0	1.0
contig_118097	20650	NA	174052.93130201992	11.8642069659647	high	4.24403839253723	79	GCA_020474765.1	60.51	18.61	9.006711996650392	16.93490810106109	9	1.0
contig_118125	8847	NA	53267.890040629274	16.608504660597756	high	3.22509509895805	20	GCA_012949295.1	77.26	30.53	10.113817960692561	22.43482520478594	5	1.0
contig_118127	15057	NA	33302.37691974533	45.21298895957347	high	2.64972286061917	9	DTR_255466	73.9	52.98	15.213767896074986	45.63258965357648	10	1.0
contig_118137	6590	NA	NA	NA	NA	NA	0	NA	NA	NA	3.2806542056074766	3.9904672897196267	2	1.0
contig_118168	18474	NA	169592.29432448142	10.893183604588568	low	19.919469608367	4	3300021124|Ga0214199_1000001	35.42	8.44	8.314727212666902	14.542920069027884	6	1.0
contig_118182	10910	NA	185391.451439414	5.8848452370876405	low	14.6579797588075	63	DTR_233327	49.43	15.75	4.855265151515152	6.938939393939394	2	1.0
contig_118240	15793	NA	170864.75796430634	9.242982688858026	low	17.6215217642305	10	GCA_015645005.1	46.09	9.97	7.387598912013481	11.742385205617937	6	1.0
contig_118241	21751	NA	54002.88359548039	40.27747881563196	high	2.58362145412154	21	GCA_012936535.1	68.87	41.79	30.389358276181355	52.71137114133598	9	1.0
contig_118251	64752	NA	64394.89005765593	100.0	high	3.2925399756355	40	DTR_230589	59.55	34.03	65.31026504024884	94.50936234829037	22	1.0
contig_118255	37496	NA	54582.59048030772	68.695896750316	low	24.8971882831011	4	GCA_012949295.1	89.65	16.75	52.424523125744955	90.74411328851318	9	1.0
contig_118275	8386	NA	177076.9487753398	4.735794273617987	medium	5.93639422692371	122	GCA_020474765.1	52.96	33.42	3.6317191478029245	5.366533863879633	4	1.0
contig_118278	2849	NA	120682.14586466167	2.3607468856205087	low	11.2581598019399	13	GCA_009653555.1	55.8	22.38	NA	NA	0	1.0
contig_118301	3543	NA	59361.133534602035	5.968551793126996	high	3.6774616816053	30	GCA_012955225.1	62.61	57.0	5.03	10.16	1	1.01
contig_118315	27256	NA	116186.24717804647	23.458886625567896	high	3.64666312621703	2	DTR_892968	58.56	30.94	17.580307579705604	62.91907660884646	7	1.0
contig_118324	8859	NA	20366.74222558055	43.49738363592156	low	22.555739773824	9	3300018057|Ga0187858_10002917	31.5	18.7	NA	NA	0	1.01
contig_118331	11710	NA	52351.909391872745	22.367856561537167	high	2.61286591566749	2	DTR_891137	80.05	57.23	17.14805081532044	30.84643155100493	3	1.0
contig_118337	18205	NA	179880.8397827097	10.120588730845963	low	23.4841469330158	14	GCA_902985645.1	48.62	6.62	27.51	47.81	1	1.0
contig_118345	10399	NA	208877.356578577	4.97851953430291	low	20.6566983698812	34	GCA_902985735.1	36.08	16.68	NA	NA	0	1.0
contig_11835	18384	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	2.52
contig_118423	38462	NA	56786.40023740283	67.73100573236668	high	2.27943094488031	13	DTR_241601	68.31	24.46	53.335140023415185	96.14697013189198	12	1.0
contig_118473	10505	NA	63182.265148344646	16.626501084339846	high	3.34701468634999	15	DTR_288754	63.41	48.2	14.620315026627006	29.429199315840936	3	1.0
contig_118486	2987	NA	58981.0	5.064342754446347	low	15.7078342823483	1	GCA_012936535.1	33.6	14.99	NA	NA	0	1.0
contig_118491	32909	NA	40949.0	80.36582089916726	low	14.2746572313136	1	DTR_270749	59.18	12.07	66.3824507077138	88.92740111388447	12	1.0
contig_118504	32363	NA	134309.8889318196	24.095768567293355	low	27.4427620025844	6	3300032334|Ga0335335_10115891	34.5	7.04	14.49823943661972	28.942042253521127	2	1.0
contig_118523	5067	NA	53767.06250174675	9.423985176492367	high	3.59387057656267	14	GCA_012936535.1	75.43	48.81	4.405912107813887	14.514927230763746	4	1.0
contig_118533	20229	NA	208760.0	9.690074726959187	low	16.7308326916731	1	DTR_125599	31.81	15.87	18.480264919827718	52.5290710622575	5	1.0
contig_118543	2767	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	15.88
contig_118583	9596	NA	32831.0	29.228473089458134	low	25.5595308871383	1	DTR_172391	30.1	14.77	NA	NA	0	1.0
contig_118592	16427	NA	60157.2863731949	27.306750337926815	medium	5.60693372990055	90	DTR_283530	55.95	39.94	16.323519289782965	25.451878508265775	6	1.0
contig_118593	15381	NA	48998.46848473857	31.390777050084086	low	16.0886513846799	34	GCA_012938475.1	49.07	9.43	12.670171594215498	22.81752808716584	4	1.0
contig_118610	18612	NA	103674.04223901565	17.952420488332947	low	24.0809313623841	16	DTR_072475	27.54	12.06	57.022656084656084	80.93173544973544	2	1.06
contig_118617	3391	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_118622	10016	NA	56653.80889702707	17.679305584210407	medium	5.08558533193814	13	DTR_628716	66.53	26.68	12.925328653477983	21.741365666879386	3	1.0
contig_118673	7765	NA	186267.81996154124	4.168728662633858	low	12.3818071879646	70	GCA_000906155.1	45.5	22.03	3.381097885727733	4.970496302810361	3	1.0
contig_118687	11662	NA	85856.0	13.583209094297429	low	20.6566983698812	1	DTR_889632	34.06	17.38	NA	NA	0	1.0
contig_118700	12509	NA	191821.5402015264	6.5211654472475455	high	2.70210654020073	12	3300025652|Ga0208134_1000001	80.47	69.12	5.827091714288403	7.294341611557584	9	1.0
contig_118703	9162	NA	179659.95244674003	5.099633989225319	medium	5.99137900149934	412	GCA_000901695.1	55.12	30.84	NA	NA	0	1.0
contig_118737	20236	NA	13389.0	100.0	low	26.8672114679771	1	GCA_003441075.1	41.5	6.85	10.67779787184207	21.680556940259155	7	1.0
contig_118780	11340	NA	66036.4305695227	17.172339422648424	medium	6.26743066744228	3	DTR_289513	32.66	75.03	16.18	26.46	1	1.0
contig_118784	16461	NA	NA	NA	NA	NA	0	NA	NA	NA	7.210000000000001	9.77	1	1.0
contig_118851	5284	NA	13389.0	39.465232653670924	low	25.4390035413359	1	GCA_003441075.1	38.8	14.13	2.362996389891697	3.4972563176895304	2	1.0
contig_118852	9111	NA	59942.576099480415	15.199546954537668	low	17.48999801379	4	DTR_888663	54.7	7.61	NA	NA	0	1.0
contig_118853	59180	NA	57423.0	100.0	high	2.77924497837079	1	DTR_891587	61.94	40.83	80.67295479176327	99.57318962954108	29	1.0
contig_118860	12799	NA	40259.59610081002	31.7911783514949	medium	7.2083649230396	10	DTR_291814	62.65	20.69	18.85463130369817	37.001011580127006	3	1.0
contig_118863	12326	NA	31959.0	38.568165461998184	medium	5.0442578302315	1	GCA_003502185.1	54.87	38.98	9.96688206068376	18.019714065991355	8	1.0
contig_118867	8997	NA	148151.6344950849	6.072832089003032	low	16.1277892551785	3	DTR_010621	42.6	15.26	9.087281105990783	26.53797235023041	2	1.0
contig_118868	9442	NA	58566.22586273617	16.121919862361565	medium	6.1342758208282	33	DTR_577398	53.37	22.61	5.041600380000167	18.07157612315097	5	1.0
contig_118869	9525	NA	60183.11457738539	15.82669834701301	medium	5.55490348808673	16	GCA_009654175.1	54.31	49.12	5.985689447381713	23.90639397384165	3	1.0
contig_118872	37455	NA	35209.59328384789	100.0	high	2.56477021221195	19	GCA_002579705.1	77.43	59.99	68.74730230968461	100.00000000000003	15	1.0
contig_118891	8315	NA	1123671.2596674876	0.7399851093869343	low	11.9600418915653	17	GCA_002924555.1	37.89	24.41	NA	NA	0	1.0
contig_118918	5192	NA	40031.7514351295	12.969704831459877	low	10.2654867256637	83	DTR_264287	47.61	38.83	3.9401457919151754	16.293552021206093	2	1.0
contig_118924	10110	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_118940	34783	NA	52498.62604116514	66.25506727114346	high	3.15479813349564	48	GCA_012950815.1	77.01	28.05	47.3881064603416	88.77242596217205	11	1.0
contig_118941	16681	NA	52600.005964382144	31.712924160684437	high	2.39388814929419	4	DTR_312834	67.85	61.38	22.672844752269267	42.27703100829229	10	1.0
contig_118948	8994	NA	179774.14436681924	5.002944128410501	medium	5.0442578302315	126	GCA_003428315.1	54.57	38.15	3.9445132455334826	5.980826697973939	3	1.0
contig_118949	6762	NA	182202.79024143107	3.711249422163015	medium	8.28456428871274	65	GCA_015645005.1	40.32	49.71	2.992168303480017	4.316626415620845	4	1.0
contig_118951	15805	NA	147245.24450603843	10.733793171399737	low	17.2480057202869	3	GCA_020474765.1	77.3	2.64	7.055891552195321	12.2323719345557	3	1.0
contig_118989	17449	NA	166965.22602502757	10.45067911169985	high	3.51913143523066	15	GCA_020474765.1	59.12	25.13	7.617863557453693	13.285921439136795	7	1.0
contig_118992	6676	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_118993	5421	NA	45415.89498372976	11.936349601702384	low	13.1821249631444	57	GCA_000921695.1	42.5	35.63	4.641948818897637	13.633267716535432	2	1.0
contig_118995	8272	NA	31598.0	26.178872080511425	medium	8.54613302114583	1	GCA_003505195.1	43.6	41.99	3.50927797833935	10.230072202166063	2	1.0
contig_119013	28369	NA	174365.80813634663	16.269818207602174	medium	8.22449070565684	33	GCA_000907775.1	31.27	24.4	16.525592435845528	36.40614311924291	10	1.01
contig_119030	2838	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.03
contig_119037	3347	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_119043	5660	NA	NA	NA	NA	NA	0	NA	NA	NA	2.52	3.62	1	1.0
contig_119048	2988	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	17.88
contig_119060	25179	NA	21933.108694704406	100.0	low	18.5642512859947	14	646610	38.87	9.55	9.352335514984501	65.37600068894247	2	1.03
contig_119061	7772	NA	107519.0	7.228489848305881	low	32.8609121902687	1	DTR_233957	23.8	12.08	11.68	14.900000000000002	1	1.0
contig_119062	10087	NA	57717.00753406607	17.476651044402107	medium	7.05604599257647	2	DTR_891587	34.4	67.66	NA	NA	0	1.0
contig_119080	25369	NA	107096.59201125668	23.687961982332286	low	16.0886513846799	14	DTR_888814	49.97	12.03	11.511970272364632	20.983437359480963	5	1.0
contig_119116	21217	NA	169697.34929734966	12.502847031996255	low	17.6215217642305	48	GCA_020474765.1	42.93	11.21	9.348667121752449	16.999899891253314	7	1.0
contig_119129	3805	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	16.11
contig_119146	14087	NA	55856.9855235993	25.219764131468054	medium	5.99137900149934	9	DTR_066092	56.05	30.22	22.13754204398447	37.54595084087969	2	1.0
contig_119147	4900	NA	52480.84252004749	9.336740350782703	high	1.28200653800067	8	DTR_321439	98.87	89.26	7.1878389426457225	13.632290729050867	4	1.0
contig_119200	61127	NA	60696.12984986822	100.0	high	2.09128952692404	100	DTR_226560	71.69	63.04	67.4707254345192	92.5986155441568	17	1.01
contig_119210	35630	NA	38474.92082892531	92.6057786016638	low	10.277080385265	465	GCA_012941715.1	41.51	20.99	49.26187395718	98.4627045681623	11	1.0
contig_119214	25735	NA	22359.86179720868	100.0	low	26.8672114679771	75	3300017777|Ga0181357_1000086	39.63	6.06	27.37	95.52000000000001	1	1.0
contig_119242	4676	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_119245	5039	NA	37903.337668481516	13.29434374374417	high	4.88617161428684	5	DTR_888674	55.17	78.39	6.67	16.68	1	1.0
contig_119255	19417	NA	58631.77405099065	33.116855688373846	high	2.62853186308309	49	GCA_012941075.1	77.8	55.41	25.461394408423434	47.69728255855446	12	1.0
contig_119283	18647	NA	33312.99198739532	55.975158301768545	high	3.41075496257729	94	DTR_269809	67.24	28.53	38.24169647981634	57.37674383011288	3	1.0
contig_119305	6014	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	7.81
contig_119327	5720	NA	35654.5634147875	16.042827206874918	low	14.6911520575663	236	DTR_226406	34.56	34.98	11.223489386662756	16.410988745096603	3	1.0
contig_119345	50577	NA	123055.85234811596	41.1008489518413	medium	7.00366091186278	5	DTR_701470	55.0	46.96	29.837865307665275	92.44411653595655	4	1.0
contig_119346	12317	NA	353502.22635479295	3.4842779144587417	low	21.411395899756	11	GCA_903231945.1	58.3	7.15	3.3033333333333337	7.853333333333334	2	1.0
contig_119391	7809	NA	64542.08185242442	12.099082917491401	medium	7.71885786005648	16	DTR_288118	47.67	28.24	4.29	8.61	1	1.0
contig_119404	20656	NA	61071.55461481639	33.82262025304446	high	4.61103509787602	8	DTR_888626	67.74	19.32	18.65500976360793	31.435139898806547	9	1.0
contig_119429	19748	NA	178659.28993779098	11.053441445376974	medium	8.76635998444991	129	GCA_902983645.1	40.58	27.09	8.505906034847321	16.375117946109906	10	1.0
contig_119437	13224	NA	43628.31195578244	30.31059284026988	low	11.1417515456122	64	DTR_577204	61.88	15.21	23.50212765817297	37.09313237602139	8	1.0
contig_119438	29512	NA	54208.73200021764	54.44141360820156	medium	5.66866012941001	68	GCA_012944665.1	56.42	28.68	36.42581858510296	74.0124197419638	8	1.0
contig_119443	23284	NA	75044.69645542832	31.026842801381953	low	23.4841469330158	44	DTR_892946	47.51	5.46	12.92495466397811	19.796009694522187	8	1.0
contig_119490	15443	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_119500	4980	NA	64979.13578257431	7.663998512789554	medium	8.38293115600352	16	DTR_288118	56.7	27.83	2.73	5.49	1	1.0
contig_119509	17306	NA	52170.0	33.17232125742764	high	2.27452576363924	1	DTR_066594	81.17	68.62	25.710775208440136	33.73838833274871	4	1.0
contig_119529	3957	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	5.42
contig_119542	17529	NA	189240.0	9.26284083703234	low	17.6215217642305	1	GCA_902985645.1	46.95	7.91	7.73218255774207	27.479248572636603	6	1.0
contig_119585	41212	NA	180081.02723971146	22.885253728112858	medium	5.36852754066194	99	GCA_000905255.1	49.04	22.25	18.76835007739828	36.90723689562946	17	1.0
contig_119595	6059	NA	46452.10606635243	13.04354207610155	medium	8.32176999323388	10	GCA_009806835.1	80.4	3.44	NA	NA	0	1.0
contig_119603	17789	NA	64457.322265628376	27.598105808199104	high	2.8861233883944	33	DTR_289513	66.94	42.72	7.391657458563536	35.307963693764805	2	1.0
contig_119631	3447	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_119638	34695	NA	62949.24763227592	55.1158295054997	medium	5.94766695205479	36	DTR_289513	57.19	24.4	31.33407937339001	52.80169097059638	9	1.0
contig_119639	6102	NA	59368.10753582026	10.278245767423707	high	4.02098899218616	14	DTR_316000	69.22	31.07	2.6	10.35	1	1.0
contig_119640	4743	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	1.0
contig_119643	10257	NA	100823.61895683016	10.173211501554768	low	16.1277892551785	20	DTR_890183	44.64	13.21	NA	NA	0	1.0
contig_119646	9982	NA	217037.32128758775	4.599208993541364	medium	9.48837978822797	3	DTR_889549	43.72	23.58	NA	NA	0	1.0
contig_119675	5756	NA	60425.959098294654	9.525707305095048	high	4.02098899218616	17	GCA_012943935.1	71.99	30.51	6.69231977818854	16.581118299445475	2	1.0
contig_119683	68416	NA	184638.28269606625	37.05407080319298	medium	7.77568987716185	126	GCA_000905255.1	52.04	16.26	30.51970740370653	56.67440140525218	22	1.0
contig_119691	4952	NA	115458.86094146746	4.288973544014474	high	2.58132490451732	13	DTR_227382	76.84	62.62	NA	NA	0	1.0
contig_119702	27362	NA	54103.25681341315	50.57366526818119	high	3.34681256916013	78	GCA_012954875.1	64.94	38.09	36.87617974963863	76.06060829723242	11	1.0
contig_119717	9116	NA	59570.34013929907	15.302917489950834	medium	5.57150768094838	21	DTR_893357	76.99	20.26	10.605730129390016	26.26326247689464	2	1.07
contig_119721	15864	NA	178413.45102566417	8.891706263625839	medium	7.57869005803917	133	GCA_000905255.1	49.44	29.81	6.918282703442327	13.517809289650048	8	1.0
contig_119733	55431	NA	177966.60227573643	31.146855247658646	medium	8.86629837842375	135	DTR_296179	51.32	36.08	26.16780944930421	40.37307610725253	31	1.0
contig_119740	11592	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	12.26
contig_119777	6981	NA	NA	NA	NA	NA	0	NA	NA	NA	3.1	20.35	1	1.0
contig_119785	6321	NA	179663.8546195332	3.5182368837547893	high	3.896834889588	73	GCA_020474765.1	73.06	18.72	2.81404229579136	3.8903305958169514	3	1.0
contig_119792	32224	NA	182953.78235177902	17.61319147698214	low	23.4841469330158	4	DTR_112218	48.89	4.67	15.505817610062893	32.126048218029354	2	1.0
contig_119835	13882	NA	44432.39279772272	31.242971908349464	low	22.555739773824	44	DTR_261415	28.64	18.3	13.120142353790431	37.13379117864531	5	1.0
contig_119837	10231	NA	49070.67743554864	20.849518561136225	low	17.4785801713586	7	DTR_104198	34.41	21.3	5.373282066401324	22.034026965641875	3	1.0
contig_119838	14579	NA	36468.1736651444	39.97732415630766	medium	5.46022522645373	2	GCA_003502185.1	60.35	23.13	9.370045796166947	39.869399344102334	7	1.32
contig_119839	24626	NA	31959.0	77.05497668888263	medium	5.81985226358755	1	GCA_003502185.1	40.59	61.57	19.616754916469993	40.83634926900885	14	1.0
contig_119840	37014	NA	31959.0	100.0	medium	5.54305193017369	1	GCA_003502185.1	39.0	41.67	31.046835112564658	60.12995505243383	16	1.0
contig_119841	12705	NA	48424.9067224673	26.23649865308954	medium	8.0540426260206	2	GCA_003502185.1	41.86	71.04	10.272192080364412	18.57273767091406	8	1.0
