contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
contig_125699	12453	No	NA	21	2	0	Low-quality	Genome-fragment	15.66	HMM-based (lower-bound)	0.0	1.0	
contig_125701	13220	No	NA	37	1	0	Low-quality	Genome-fragment	5.53	HMM-based (lower-bound)	0.0	1.0	
contig_125702	4243	No	NA	12	2	0	Low-quality	Genome-fragment	1.89	HMM-based (lower-bound)	0.0	1.0	
contig_125705	16961	No	NA	24	4	0	Medium-quality	Genome-fragment	51.53	AAI-based (high-confidence)	0.0	1.03	
contig_125706	5188	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.25	no viral genes detected
contig_125736	12677	No	NA	34	8	0	Low-quality	Genome-fragment	13.21	HMM-based (lower-bound)	0.0	1.0	
contig_125779	8745	No	NA	12	4	0	Low-quality	Genome-fragment	11.54	HMM-based (lower-bound)	0.0	1.0	
contig_125783	10900	No	NA	23	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_125791	21090	No	NA	26	3	0	Low-quality	Genome-fragment	9.41	HMM-based (lower-bound)	0.0	1.0	
contig_125796	8707	No	NA	16	2	0	Low-quality	Genome-fragment	4.83	AAI-based (medium-confidence)	0.0	1.0	
contig_125819	20906	No	NA	48	2	2	Low-quality	Genome-fragment	11.34	AAI-based (medium-confidence)	0.0	1.0	
contig_125822	9329	No	NA	21	2	2	Low-quality	Genome-fragment	4.55	HMM-based (lower-bound)	0.0	1.0	
contig_125848	3033	No	NA	8	1	0	Low-quality	Genome-fragment	6.22	AAI-based (medium-confidence)	0.0	1.0	
contig_125850	10669	No	NA	13	3	0	Low-quality	Genome-fragment	15.22	HMM-based (lower-bound)	0.0	1.0	
contig_125858	4793	No	NA	8	1	0	Low-quality	Genome-fragment	5.31	HMM-based (lower-bound)	0.0	11.79	high kmer_freq may indicate large duplication; low-confidence DTR
contig_125869	28436	No	NA	52	19	0	Low-quality	Genome-fragment	15.8	AAI-based (high-confidence)	0.0	1.0	
contig_125877	31449	No	NA	54	9	0	High-quality	High-quality	99.39	AAI-based (high-confidence)	0.0	1.0	
contig_125901	13724	No	NA	33	4	1	Low-quality	Genome-fragment	21.1	AAI-based (high-confidence)	0.0	1.0	
contig_125905	14828	No	NA	36	8	0	Low-quality	Genome-fragment	41.73	AAI-based (high-confidence)	0.0	1.0	
contig_125908	9097	No	NA	25	11	0	Low-quality	Genome-fragment	5.18	AAI-based (medium-confidence)	0.0	1.05	
contig_125920	2811	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_125932	5389	No	NA	9	3	0	Low-quality	Genome-fragment	9.02	AAI-based (high-confidence)	0.0	1.0	
contig_125945	160922	No	NA	289	84	10	High-quality	High-quality	97.5	AAI-based (high-confidence)	0.0	1.0	
contig_125953	10436	No	NA	25	2	0	Low-quality	Genome-fragment	7.98	AAI-based (high-confidence)	0.0	1.0	
contig_125956	36548	No	NA	75	16	0	Low-quality	Genome-fragment	16.47	HMM-based (lower-bound)	0.0	1.0	
contig_125961	10141	No	NA	28	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_125969	18578	No	NA	30	8	0	Low-quality	Genome-fragment	45.86	AAI-based (medium-confidence)	0.0	1.0	
contig_125977	7584	No	NA	23	0	0	Not-determined	Genome-fragment	NA	NA	0.0	2.01	no viral genes detected; high kmer_freq may indicate large duplication
contig_125989	11979	No	NA	15	0	0	Low-quality	Genome-fragment	3.31	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_125998	6555	No	NA	19	1	0	Low-quality	Genome-fragment	10.18	AAI-based (medium-confidence)	0.0	1.0	
contig_126026	5189	No	NA	8	5	0	Low-quality	Genome-fragment	13.78	AAI-based (high-confidence)	0.0	1.0	
contig_126028	13447	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	3.21	no viral genes detected; high kmer_freq may indicate large duplication
contig_126032	25843	No	NA	55	5	1	Low-quality	Genome-fragment	37.62	AAI-based (high-confidence)	0.0	1.0	
contig_126088	11151	No	NA	23	6	0	Low-quality	Genome-fragment	19.18	AAI-based (high-confidence)	0.0	1.0	
contig_126095	8766	No	NA	20	5	0	Low-quality	Genome-fragment	4.51	AAI-based (medium-confidence)	0.0	1.0	
contig_126101	5756	No	NA	9	8	0	Low-quality	Genome-fragment	8.99	AAI-based (high-confidence)	0.0	1.0	
contig_126126	33002	No	NA	65	21	0	Low-quality	Genome-fragment	19.63	HMM-based (lower-bound)	0.0	1.0	
contig_126136	14115	No	NA	26	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126150	9428	No	NA	21	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126152	8731	No	NA	24	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126191	20151	No	NA	40	8	1	Low-quality	Genome-fragment	2.52	AAI-based (medium-confidence)	0.0	1.02	
contig_126197	8944	No	NA	11	1	0	Low-quality	Genome-fragment	5.35	HMM-based (lower-bound)	0.0	1.86	high kmer_freq may indicate large duplication
contig_126221	4218	No	NA	8	3	0	Low-quality	Genome-fragment	11.21	AAI-based (high-confidence)	0.0	1.0	
contig_126229	17331	No	NA	35	5	0	Low-quality	Genome-fragment	15.01	AAI-based (high-confidence)	0.0	1.0	
contig_126250	9248	No	NA	23	1	0	Low-quality	Genome-fragment	15.22	AAI-based (high-confidence)	0.0	1.0	
contig_126266	9874	No	NA	20	4	0	Low-quality	Genome-fragment	16.53	AAI-based (high-confidence)	0.0	1.0	
contig_126278	14728	No	NA	30	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126288	16092	No	NA	29	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126300	20464	No	NA	43	10	1	Low-quality	Genome-fragment	19.45	AAI-based (high-confidence)	0.0	1.0	
contig_126312	3112	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126319	14663	No	NA	6	5	0	Low-quality	Genome-fragment	32.12	HMM-based (lower-bound)	0.0	4.65	high kmer_freq may indicate large duplication
contig_126331	14340	No	NA	22	3	0	Low-quality	Genome-fragment	23.24	AAI-based (high-confidence)	0.0	1.0	
contig_126333	18563	No	NA	46	17	0	Low-quality	Genome-fragment	9.95	HMM-based (lower-bound)	0.0	1.0	
contig_126342	4319	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_126343	6815	No	NA	5	1	0	Low-quality	Genome-fragment	20.28	AAI-based (high-confidence)	0.0	1.0	
contig_126350	27583	No	NA	60	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126367	21459	No	NA	40	9	0	Medium-quality	Genome-fragment	64.48	AAI-based (high-confidence)	0.0	1.0	
contig_126372	9893	No	NA	12	5	0	Low-quality	Genome-fragment	18.38	AAI-based (high-confidence)	0.0	1.0	
contig_126381	10772	No	NA	12	6	0	Low-quality	Genome-fragment	17.09	AAI-based (high-confidence)	0.0	1.0	
contig_126385	10773	No	NA	23	5	0	Low-quality	Genome-fragment	9.53	HMM-based (lower-bound)	0.0	1.0	
contig_126408	3141	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126416	16086	No	NA	39	5	0	Low-quality	Genome-fragment	43.22	AAI-based (high-confidence)	0.0	1.0	
contig_126424	575	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	7.71	no viral genes detected; high kmer_freq may indicate large duplication; low-confidence DTR
contig_126448	3824	No	NA	11	9	0	Low-quality	Genome-fragment	6.16	AAI-based (medium-confidence)	0.0	1.0	
contig_126472	2547	No	NA	2	0	0	Low-quality	Genome-fragment	0.26	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_126476	2563	No	NA	8	2	0	Low-quality	Genome-fragment	7.28	AAI-based (high-confidence)	0.0	1.0	
contig_126482	24677	No	NA	51	21	0	Medium-quality	Genome-fragment	69.67	AAI-based (high-confidence)	0.0	1.0	
contig_126493	8103	No	NA	16	1	0	Low-quality	Genome-fragment	4.27	HMM-based (lower-bound)	0.0	1.0	
contig_126501	35324	No	NA	53	22	0	Low-quality	Genome-fragment	36.99	HMM-based (lower-bound)	0.0	1.01	
contig_126512	7017	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126516	14472	No	NA	34	7	0	Low-quality	Genome-fragment	17.93	HMM-based (lower-bound)	0.0	1.0	
contig_126518	24583	No	NA	62	22	0	Low-quality	Genome-fragment	11.41	HMM-based (lower-bound)	0.0	1.0	
contig_126525	11282	No	NA	18	3	0	Low-quality	Genome-fragment	20.54	AAI-based (high-confidence)	0.0	1.0	
contig_126527	38432	No	NA	64	8	1	Low-quality	Genome-fragment	12.19	HMM-based (lower-bound)	0.0	1.0	
contig_126539	7497	No	NA	16	7	0	Low-quality	Genome-fragment	13.9	AAI-based (high-confidence)	0.0	1.0	
contig_126554	12641	No	NA	33	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126574	16724	No	NA	27	7	0	Low-quality	Genome-fragment	29.04	AAI-based (medium-confidence)	0.0	1.0	
contig_126591	3276	No	NA	9	2	0	Low-quality	Genome-fragment	1.46	HMM-based (lower-bound)	0.0	1.0	
contig_126602	30045	No	NA	55	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126612	13048	No	NA	34	3	0	Low-quality	Genome-fragment	30.17	AAI-based (high-confidence)	0.0	1.0	
contig_126615	3225	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126629	11365	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126652	16443	No	NA	27	12	0	Low-quality	Genome-fragment	22.08	HMM-based (lower-bound)	0.0	1.01	
contig_126653	9960	No	NA	19	8	0	Low-quality	Genome-fragment	26.68	AAI-based (medium-confidence)	0.0	1.0	
contig_126655	8284	No	NA	14	4	0	Low-quality	Genome-fragment	16.29	AAI-based (medium-confidence)	0.0	1.0	
contig_126694	9835	No	NA	22	4	0	Low-quality	Genome-fragment	16.59	AAI-based (medium-confidence)	0.0	1.0	
contig_126697	21880	No	NA	41	14	1	Medium-quality	Genome-fragment	59.69	AAI-based (medium-confidence)	0.0	1.0	
contig_126702	29035	No	NA	58	8	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_126703	10257	No	NA	10	3	0	Low-quality	Genome-fragment	14.63	HMM-based (lower-bound)	0.0	1.0	
contig_126713	14535	No	NA	27	1	0	Low-quality	Genome-fragment	27.2	HMM-based (lower-bound)	0.0	1.0	
contig_126738	3566	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126758	7489	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126778	8565	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126783	19419	No	NA	33	6	0	Low-quality	Genome-fragment	38.4	AAI-based (medium-confidence)	0.0	1.0	
contig_126786	10871	No	NA	25	14	0	Low-quality	Genome-fragment	22.55	AAI-based (medium-confidence)	0.0	1.0	
contig_126817	11901	No	NA	26	5	0	Low-quality	Genome-fragment	9.04	HMM-based (lower-bound)	0.0	1.01	
contig_126826	12292	No	NA	19	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
contig_126830	13472	No	NA	28	4	0	Low-quality	Genome-fragment	21.88	AAI-based (high-confidence)	0.0	1.0	
contig_126832	23279	No	NA	29	6	2	Low-quality	Genome-fragment	23.45	AAI-based (high-confidence)	0.0	1.01	
contig_126837	32579	No	NA	62	16	1	Medium-quality	Genome-fragment	55.67	AAI-based (medium-confidence)	0.0	1.0	
contig_12684	3653	No	NA	9	1	0	Low-quality	Genome-fragment	0.3	HMM-based (lower-bound)	0.0	1.04	
contig_126855	25914	No	NA	50	17	0	Low-quality	Genome-fragment	12.4	HMM-based (lower-bound)	0.0	1.0	
contig_126859	7629	No	NA	17	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126865	12367	No	NA	26	2	0	Low-quality	Genome-fragment	4.9	HMM-based (lower-bound)	0.0	1.0	
contig_126870	42469	No	NA	84	12	0	Medium-quality	Genome-fragment	58.73	AAI-based (medium-confidence)	0.0	1.01	
contig_126900	18366	No	NA	35	4	3	Low-quality	Genome-fragment	8.25	HMM-based (lower-bound)	0.0	1.01	
contig_126901	32829	No	NA	54	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.4	no viral genes detected
contig_126935	9536	No	NA	22	1	0	Low-quality	Genome-fragment	1.76	HMM-based (lower-bound)	0.0	1.0	
contig_126959	13885	No	NA	18	12	0	Low-quality	Genome-fragment	24.28	AAI-based (medium-confidence)	0.0	1.0	
contig_126960	7212	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_126987	23452	No	NA	46	8	0	Low-quality	Genome-fragment	43.68	AAI-based (high-confidence)	0.0	1.0	
contig_127015	5664	No	NA	9	0	0	Low-quality	Genome-fragment	9.13	AAI-based (medium-confidence)	0.0	1.01	no viral genes detected
contig_127027	26811	No	NA	49	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_127043	6900	No	NA	13	0	0	Low-quality	Genome-fragment	3.78	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_127049	3767	No	NA	10	2	0	Low-quality	Genome-fragment	4.09	HMM-based (lower-bound)	0.0	1.0	
contig_127056	4664	No	NA	7	1	0	Low-quality	Genome-fragment	1.85	HMM-based (lower-bound)	0.0	1.0	
contig_127061	4730	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	3.33	no viral genes detected; high kmer_freq may indicate large duplication
contig_127088	3591	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	20.88	no viral genes detected; high kmer_freq may indicate large duplication; low-confidence DTR
contig_127107	19343	No	NA	33	8	0	Medium-quality	Genome-fragment	57.49	AAI-based (high-confidence)	0.0	1.0	
contig_127127	18470	No	NA	34	1	0	Low-quality	Genome-fragment	9.85	HMM-based (lower-bound)	0.0	1.0	
contig_127128	14579	No	NA	29	14	0	Low-quality	Genome-fragment	24.8	AAI-based (high-confidence)	0.0	1.0	
contig_127134	26671	No	NA	46	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_127168	6488	No	NA	13	1	0	Low-quality	Genome-fragment	10.54	AAI-based (high-confidence)	0.0	1.0	
contig_127191	5615	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_127203	22441	No	NA	24	6	0	Low-quality	Genome-fragment	14.88	AAI-based (medium-confidence)	0.0	1.03	
contig_127206	11227	No	NA	28	3	0	Low-quality	Genome-fragment	35.88	AAI-based (high-confidence)	0.0	1.0	
contig_127217	17199	No	NA	36	1	1	Low-quality	Genome-fragment	19.28	HMM-based (lower-bound)	0.0	1.0	
contig_127236	6970	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_127239	23035	No	NA	39	19	0	Low-quality	Genome-fragment	42.47	AAI-based (high-confidence)	0.0	1.0	
contig_127287	6012	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected; low-confidence ITR
contig_127291	18323	No	NA	27	1	0	Low-quality	Genome-fragment	4.16	HMM-based (lower-bound)	0.0	1.0	
contig_127340	11297	No	NA	17	8	0	Low-quality	Genome-fragment	21.11	AAI-based (medium-confidence)	0.0	1.0	
contig_127343	8179	No	NA	16	2	0	Low-quality	Genome-fragment	13.14	AAI-based (medium-confidence)	0.0	1.0	
contig_127353	13084	No	NA	20	2	0	Low-quality	Genome-fragment	14.19	HMM-based (lower-bound)	0.0	1.0	
contig_127369	9333	No	NA	18	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_127387	5825	No	NA	11	1	0	Low-quality	Genome-fragment	2.34	HMM-based (lower-bound)	0.0	1.0	
contig_127395	16525	No	NA	43	2	0	Low-quality	Genome-fragment	7.55	HMM-based (lower-bound)	0.0	1.0	
contig_127397	7105	No	NA	14	3	0	Low-quality	Genome-fragment	10.14	HMM-based (lower-bound)	0.0	1.0	
contig_127407	24510	No	NA	50	14	0	Medium-quality	Genome-fragment	55.31	AAI-based (medium-confidence)	0.0	1.0	
contig_127423	2888	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_127445	6930	No	NA	6	3	0	Low-quality	Genome-fragment	11.75	AAI-based (high-confidence)	0.0	1.0	
contig_127450	2564	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_127494	12441	No	NA	26	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_127544	6161	No	NA	8	5	0	Low-quality	Genome-fragment	8.49	HMM-based (lower-bound)	0.0	1.0	
contig_127547	9333	No	NA	24	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_127552	6638	No	NA	15	2	0	Low-quality	Genome-fragment	2.82	HMM-based (lower-bound)	0.0	1.0	
contig_127570	4638	No	NA	8	1	0	Low-quality	Genome-fragment	8.78	AAI-based (high-confidence)	0.0	1.0	
contig_127575	10922	No	NA	22	3	1	Low-quality	Genome-fragment	4.9	HMM-based (lower-bound)	0.0	1.0	
contig_127622	7455	No	NA	15	3	0	Low-quality	Genome-fragment	14.6	AAI-based (high-confidence)	0.0	1.0	
contig_127629	16592	No	NA	32	5	0	Low-quality	Genome-fragment	42.55	AAI-based (high-confidence)	0.0	1.0	
contig_127643	46137	No	NA	112	2	4	Low-quality	Genome-fragment	17.8	HMM-based (lower-bound)	0.0	1.0	
contig_127647	30575	No	NA	52	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_127669	16374	No	NA	33	8	0	Low-quality	Genome-fragment	28.63	AAI-based (high-confidence)	0.0	1.0	
contig_127672	4137	No	NA	11	4	0	Low-quality	Genome-fragment	2.15	HMM-based (lower-bound)	0.0	1.0	
contig_127674	21086	No	NA	30	13	0	Low-quality	Genome-fragment	40.45	AAI-based (high-confidence)	0.0	1.0	
contig_127691	8135	No	NA	21	2	0	Low-quality	Genome-fragment	9.5	HMM-based (lower-bound)	0.0	1.0	
contig_127719	5780	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_127734	4568	No	NA	9	1	0	Low-quality	Genome-fragment	1.56	AAI-based (high-confidence)	0.0	1.0	
contig_127747	4765	No	NA	9	3	0	Low-quality	Genome-fragment	7.95	AAI-based (medium-confidence)	0.0	1.0	
contig_127771	15488	No	NA	15	4	0	Low-quality	Genome-fragment	6.71	HMM-based (lower-bound)	0.0	1.0	
contig_127777	6464	No	NA	11	5	0	Low-quality	Genome-fragment	17.71	AAI-based (high-confidence)	0.0	1.0	
contig_127779	36209	No	NA	49	19	0	Medium-quality	Genome-fragment	86.47	AAI-based (high-confidence)	0.0	1.0	
contig_127809	9512	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_127828	5064	No	NA	12	1	0	Low-quality	Genome-fragment	12.57	AAI-based (medium-confidence)	0.0	1.0	
contig_127852	17562	No	NA	37	2	0	Low-quality	Genome-fragment	7.83	HMM-based (lower-bound)	0.0	1.0	
contig_127861	7096	No	NA	12	6	0	Low-quality	Genome-fragment	9.1	HMM-based (lower-bound)	0.0	1.0	
contig_127915	16670	No	NA	23	12	0	Low-quality	Genome-fragment	31.26	AAI-based (high-confidence)	0.0	1.0	
contig_127934	3293	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_127950	8270	No	NA	13	2	0	Low-quality	Genome-fragment	2.78	HMM-based (lower-bound)	0.0	1.0	
contig_127982	9082	No	NA	14	5	0	Low-quality	Genome-fragment	22.18	AAI-based (medium-confidence)	0.0	1.0	
contig_128012	15105	No	NA	31	4	0	Low-quality	Genome-fragment	23.64	AAI-based (high-confidence)	0.0	1.0	
contig_128013	6487	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_128028	4553	No	NA	9	1	0	Low-quality	Genome-fragment	4.79	AAI-based (medium-confidence)	0.0	1.0	
contig_128082	22632	No	NA	27	4	0	Low-quality	Genome-fragment	38.57	AAI-based (medium-confidence)	0.0	1.0	
contig_128115	3151	No	NA	6	0	0	Low-quality	Genome-fragment	4.88	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_128123	2390	No	NA	4	1	0	Low-quality	Genome-fragment	4.14	AAI-based (high-confidence)	0.0	1.0	
contig_128166	2829	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	75.92	no viral genes detected; high kmer_freq may indicate large duplication
contig_128168	20282	No	NA	40	14	1	Low-quality	Genome-fragment	11.26	AAI-based (medium-confidence)	0.0	1.0	
contig_128182	10559	No	NA	14	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_128191	5134	No	NA	16	3	0	Low-quality	Genome-fragment	3.62	HMM-based (lower-bound)	0.0	1.0	
contig_128233	3040	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.62	no viral genes detected; high kmer_freq may indicate large duplication; low-confidence DTR
contig_128243	10441	No	NA	22	0	0	Low-quality	Genome-fragment	24.26	AAI-based (medium-confidence)	0.0	1.04	no viral genes detected
contig_128248	17426	No	NA	39	9	0	Low-quality	Genome-fragment	7.78	HMM-based (lower-bound)	0.0	1.0	
contig_128263	10312	No	NA	24	4	0	Low-quality	Genome-fragment	5.48	AAI-based (medium-confidence)	0.0	1.0	
contig_128265	9173	No	NA	17	2	0	Low-quality	Genome-fragment	15.87	AAI-based (medium-confidence)	0.0	1.0	
contig_128295	28661	No	NA	46	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
contig_128430	3713	No	NA	7	1	0	Low-quality	Genome-fragment	2.07	HMM-based (lower-bound)	0.0	1.24	
contig_12855	3127	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_128971	18132	No	NA	30	1	0	Low-quality	Genome-fragment	1.47	HMM-based (lower-bound)	0.0	1.02	
contig_129289	10597	No	NA	21	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.08	no viral genes detected
contig_129325	6837	No	NA	15	1	0	Low-quality	Genome-fragment	0.55	HMM-based (lower-bound)	0.0	1.04	
contig_129955	3368	No	NA	2	1	0	Low-quality	Genome-fragment	8.3	AAI-based (medium-confidence)	0.0	1.0	
contig_130105	7073	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.04	no viral genes detected
contig_130467	2588	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.33	no viral genes detected
contig_130763	16291	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_130791	8654	No	NA	14	1	0	Low-quality	Genome-fragment	0.7	HMM-based (lower-bound)	0.0	1.06	
contig_130906	4980	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_131014	10547	No	NA	20	13	0	Low-quality	Genome-fragment	17.51	AAI-based (high-confidence)	0.0	1.0	
contig_131264	4513	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_13134	5904	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.32	no viral genes detected
contig_131372	7063	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_131393	3106	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_13171	5304	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_131800	13209	No	NA	7	4	0	Low-quality	Genome-fragment	29.69	AAI-based (medium-confidence)	0.0	1.0	
contig_131813	2964	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_131825	5895	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.11	no viral genes detected
contig_131840	7491	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.06	no viral genes detected
contig_131842	3855	No	NA	6	4	0	Low-quality	Genome-fragment	2.01	AAI-based (high-confidence)	0.0	1.01	
contig_131843	20368	No	NA	37	15	0	Low-quality	Genome-fragment	10.61	AAI-based (high-confidence)	0.0	1.01	
contig_131844	72700	No	NA	110	68	0	Low-quality	Genome-fragment	38.04	AAI-based (high-confidence)	0.0	1.0	
contig_131845	48289	No	NA	84	32	2	Low-quality	Genome-fragment	25.17	AAI-based (high-confidence)	0.0	1.01	
contig_131863	18126	No	NA	33	1	0	Low-quality	Genome-fragment	8.01	HMM-based (lower-bound)	0.0	1.01	
contig_131892	7472	No	NA	12	1	0	Low-quality	Genome-fragment	0.72	HMM-based (lower-bound)	0.0	1.0	
contig_131893	10418	No	NA	24	1	1	Low-quality	Genome-fragment	5.41	AAI-based (medium-confidence)	0.0	1.0	
contig_131894	6121	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_131950	17621	No	NA	39	8	0	Low-quality	Genome-fragment	28.05	AAI-based (high-confidence)	0.0	1.0	
contig_131954	15969	No	NA	9	7	0	Low-quality	Genome-fragment	8.42	AAI-based (high-confidence)	0.0	1.0	
contig_131956	12886	No	NA	21	8	0	Low-quality	Genome-fragment	6.7	AAI-based (high-confidence)	0.0	1.0	
contig_131958	2823	No	NA	4	2	0	Low-quality	Genome-fragment	1.43	AAI-based (high-confidence)	0.0	1.0	
contig_131962	16259	No	NA	49	6	0	Low-quality	Genome-fragment	25.63	AAI-based (high-confidence)	0.0	1.0	
contig_131963	14875	No	NA	30	8	0	Low-quality	Genome-fragment	24.68	AAI-based (high-confidence)	0.0	1.0	
contig_131964	2666	No	NA	4	1	0	Low-quality	Genome-fragment	4.59	AAI-based (high-confidence)	0.0	1.0	
contig_131968	6825	No	NA	9	4	0	Low-quality	Genome-fragment	12.97	AAI-based (medium-confidence)	0.0	1.0	
contig_131969	24191	No	NA	32	16	0	Low-quality	Genome-fragment	46.56	AAI-based (high-confidence)	0.0	1.0	
contig_131981	5919	No	NA	4	1	0	Low-quality	Genome-fragment	14.52	AAI-based (medium-confidence)	0.0	1.0	
contig_131995	34307	No	NA	33	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.17	no viral genes detected
contig_132006	9189	Yes	1053	10	1	3	Low-quality	Genome-fragment	0.55	AAI-based (high-confidence)	88.54	1.0	
contig_132007	6075	Yes	1038	8	1	2	Low-quality	Genome-fragment	0.55	AAI-based (high-confidence)	82.91	1.0	
contig_132043	7909	No	NA	13	1	1	Low-quality	Genome-fragment	13.07	AAI-based (high-confidence)	0.0	1.0	
contig_132071	8279	No	NA	18	1	0	Low-quality	Genome-fragment	22.29	AAI-based (high-confidence)	0.0	1.0	
contig_132119	18910	No	NA	49	3	0	Low-quality	Genome-fragment	21.84	HMM-based (lower-bound)	0.0	1.0	
