gene_callers_id,function,rao_score,source,test_result
2435882,Energy production and conversion,NaN,COG20_CATEGORY,true
2451147,"Posttranslational modification, protein turnover, chaperones",NaN,COG20_CATEGORY,true
2515439,Excinuclease UvrABC helicase subunit UvrB (UvrB) (PDB:1C4O),NaN,COG20_FUNCTION,true
2451152,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.170  anhydro-N-acetylmuramic acid kinase,NaN,KEGG_BRITE,true
2749782,aspartate kinase [EC:2.7.2.4],NaN,KOfam,true
2461645,KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00770 Pantothenate and CoA biosynthesis [PATH:ko00770]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.8  Transferases for other substituted phosphate groups>>>2.7.8.7  holo-[acyl-carrier-protein] synthase,NaN,KEGG_BRITE,true
2435945,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2435963,deoxyhypusine synthase [EC:2.5.1.46],NaN,KOfam,true
2625759,histidinol dehydrogenase [EC:1.1.1.23],NaN,KOfam,true
2451261,N-Dimethylarginine dimethylaminohydrolase (DdaH) (PDB:6LRH),NaN,COG20_FUNCTION,true
2749791,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99998 Others,NaN,KEGG_BRITE,true
2435906,"Isoleucine biosynthesis, pyruvate => 2-oxobutanoate!!!Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate",NaN,KEGG_Module,true
2461657,"KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00740 Riboflavin metabolism [PATH:ko00740]!!!Enzymes>>>2. Transferases>>>2.5  Transferring alkyl or aryl groups, other than methyl groups>>>2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)>>>2.5.1.78  6,7-dimethyl-8-ribityllumazine synthase",NaN,KEGG_BRITE,true
2749800,GcrA cell cycle regulator,NaN,KOfam,true
2449654,"ABC-type lipoprotein export system, ATPase component (LolD) (PDB:5GKO)",NaN,COG20_FUNCTION,true
2449659,KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00770 Pantothenate and CoA biosynthesis [PATH:ko00770]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.1  Phosphotransferases with an alcohol group as acceptor>>>2.7.1.33  pantothenate kinase,NaN,KEGG_BRITE,true
2451272,Signal transduction mechanisms,NaN,COG20_CATEGORY,true
2515493,Cytochrome c oxidase subunit IV (COX4),NaN,COG20_FUNCTION,true
2451400,Carbohydrate transport and metabolism,NaN,COG20_CATEGORY,true
2625664,SH3-like domain (SH3),NaN,COG20_FUNCTION,true
2996241,ATP phosphoribosyltransferase [EC:2.4.2.17],NaN,KOfam,true
2515430,Transcription,NaN,COG20_CATEGORY,true
2450054,"adenylylsulfate reductase, subunit B [EC:1.8.99.2]",NaN,KOfam,true
2461640,SsrA-binding protein,NaN,KOfam,true
2451168,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 12,NaN,KOfam,true
2461588,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Archaea>>>Small subunit,NaN,KEGG_BRITE,true
2451325,"Translation, ribosomal structure and biogenesis",NaN,COG20_CATEGORY,true
2625747,Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2515484,"Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist (SrkA) (PDB:1ZYL)",NaN,COG20_FUNCTION,true
2442358,"Ornithine biosynthesis, glutamate => ornithine!!!Arginine biosynthesis, glutamate => acetylcitrulline => arginine",NaN,KEGG_Module,true
2451346,Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2],NaN,KEGG_BRITE,true
2435802,"ATP-dependent protease HslVU (ClpYQ), ATPase subunit HslU (HslU) (PDB:1DO0)",NaN,COG20_FUNCTION,true
2538692,"Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)!!!Uncharacterized conserved protein YcgI, DUF1989 family (YcgI) (PDB:3DI4)",NaN,COG20_FUNCTION,true
2451382,Folate biosynthesis,NaN,COG20_PATHWAY,true
2408601,Mureine biosynthesis,NaN,COG20_PATHWAY,true
2435942,carboxyl-terminal processing protease [EC:3.4.21.102],NaN,KOfam,true
2515509,Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2435836,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.5  With a quinone or similar compound as acceptor>>>1.1.5.-,NaN,KEGG_BRITE,true
2449560,Aromatic amino acid biosynthesis,NaN,COG20_PATHWAY,true
2408622,"Cell cycle control, cell division, chromosome partitioning",NaN,COG20_CATEGORY,true
2442401,Nucleotide transport and metabolism,NaN,COG20_CATEGORY,true
2749780,Translation factors,NaN,COG20_PATHWAY,true
2461560,"Translation, ribosomal structure and biogenesis",NaN,COG20_CATEGORY,true
2625761,"Translation, ribosomal structure and biogenesis",NaN,COG20_CATEGORY,true
2749798,Defense mechanisms,NaN,COG20_CATEGORY,true
2435872,Heat shock protein HspQ (HspQ) (PDB:5YCQ),NaN,COG20_FUNCTION,true
2435794,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate",NaN,KEGG_Module,true
2461540,"Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase (GlmU) (PDB:3FWW)",NaN,COG20_FUNCTION,true
2515463,"C5 isoprenoid biosynthesis, non-mevalonate pathway",NaN,KEGG_Module,true
2451391,Transporters>>>Other transporters>>>Pores ion channels [TC:1],NaN,KEGG_BRITE,true
2627956,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2449571,KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.4  Other carbon-nitrogen ligases>>>6.3.4.2  CTP synthase (glutamine hydrolysing),NaN,KEGG_BRITE,true
2435875,"Energy production and conversion!!!Posttranslational modification, protein turnover, chaperones",NaN,COG20_CATEGORY,true
2515464,"Flp pilus assembly protein TadD, contains TPR repeats (TadD) (PDB:3WXX)",NaN,COG20_FUNCTION,true
2451309,"KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00770 Pantothenate and CoA biosynthesis [PATH:ko00770]!!!Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.2  Hydroxymethyl-, formyl- and related transferases>>>2.1.2.11  3-methyl-2-oxobutanoate hydroxymethyltransferase",NaN,KEGG_BRITE,true
2442384,single-stranded-DNA-specific exonuclease [EC:3.1.-.-],NaN,KOfam,true
2538696,Glutamine biosynthesis,NaN,COG20_PATHWAY,true
2625723,Signal transduction histidine kinase (BaeS) (PDB:1JOY),NaN,COG20_FUNCTION,true
2515453,"Translation, ribosomal structure and biogenesis",NaN,COG20_CATEGORY,true
2450546,TCA cycle,NaN,COG20_PATHWAY,true
2435947,"Cell cycle control, cell division, chromosome partitioning!!!Replication, recombination and repair",NaN,COG20_CATEGORY,true
2451373,tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC (TsaC) (PDB:1HRU),NaN,COG20_FUNCTION,true
2538698,methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21],NaN,KOfam,true
2451149,Fe-S cluster assembly protein SufB,NaN,KOfam,true
2442349,Ribosomal protein L33 (RpmG) (PDB:1VS6),NaN,COG20_FUNCTION,true
2461657,Riboflavin/FAD biosynthesis,NaN,COG20_PATHWAY,true
2435816,4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96],NaN,KOfam,true
2435945,"Proline biosynthesis, glutamate => proline",NaN,KEGG_Module,true
2451370,Pyridoxal phosphate biosynthesis,NaN,COG20_PATHWAY,true
2515438,"Isoleucine, leucine, valine biosynthesis",NaN,COG20_PATHWAY,true
2461591,"Translation, ribosomal structure and biogenesis",NaN,COG20_CATEGORY,true
861462,"Ribonucleotide reductase beta subunit, ferritin-like domain (NrdB) (PDB:1AV8)",NaN,COG20_FUNCTION,true
2461651,"Pentose phosphate pathway (Pentose phosphate cycle)!!!Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P!!!Reductive pentose phosphate cycle (Calvin cycle)!!!Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P!!!Oxygenic photosynthesis in plants and cyanobacteria!!!Anoxygenic photosynthesis in purple bacteria",NaN,KEGG_Module,true
2435803,"ATP-dependent protease HslVU (ClpYQ), peptidase subunit (HslV) (PDB:5JI3)",NaN,COG20_FUNCTION,true
2435943,Ribosome biogenesis>>>Prokaryotic type>>>Other maturation factors,NaN,KEGG_BRITE,true
2435893,"TRAP-type mannitol/chloroaromatic compound transport system, large permease component (FcbT3)",NaN,COG20_FUNCTION,true
2515504,Cytochrome c oxidase,NaN,KEGG_Module,true
2461646,signal peptidase I [EC:3.4.21.89],NaN,KOfam,true
784136,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00650 Butanoate metabolism [PATH:ko00650]!!!Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.30  3-hydroxybutyrate dehydrogenase,NaN,KEGG_BRITE,true
2515523,Defense mechanisms,NaN,COG20_CATEGORY,true
2625706,Glutamine biosynthesis,NaN,COG20_PATHWAY,true
2435894,Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase (GatA) (PDB:3H0L),NaN,COG20_FUNCTION,true
2474824,"Replication, recombination and repair",NaN,COG20_CATEGORY,true
2435987,"Uncharacterized conserved protein, DUF1330 family",NaN,COG20_FUNCTION,true
2451158,"Translation, ribosomal structure and biogenesis",NaN,COG20_CATEGORY,true
2625667,phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5],NaN,KOfam,true
2461695,Superfamily II DNA and RNA helicase (SrmB) (PDB:3RRM),NaN,COG20_FUNCTION,true
2435807,Imidazole glycerol phosphate synthase subunit HisF (HisF) (PDB:1OX4),NaN,COG20_FUNCTION,true
2435941,Defense mechanisms,NaN,COG20_CATEGORY,true
2408588,phospholipid transport system substrate-binding protein,NaN,KOfam,true
2625753,Function unknown,NaN,COG20_CATEGORY,true
2450603,Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism,NaN,KEGG_Class,true
2435831,"5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase (FolD) (PDB:1A4I)",NaN,COG20_FUNCTION,true
2515458,Pathway modules; Energy metabolism; ATP synthesis!!!Pathway modules; Energy metabolism; ATP synthesis,NaN,KEGG_Class,true
2515442,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03420 Nucleotide excision repair [PATH:ko03420]!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>NER (nucleotide excision repair)>>>GGR (global genome repair) factors,NaN,KEGG_BRITE,true
2435985,Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only,NaN,COG20_CATEGORY,true
2435949,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Large subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Large subunit,NaN,KEGG_BRITE,true
2515489,Threonine biosynthesis,NaN,COG20_PATHWAY,true
2515473,ATP synthase protein I,NaN,KOfam,true
2515473,Energy production and conversion,NaN,COG20_CATEGORY,true
2435932,Energy production and conversion,NaN,COG20_CATEGORY,true
2515485,Ribonuclease HI (RnhA) (PDB:1LAW),NaN,COG20_FUNCTION,true
2435946,Pathway modules; Amino acid metabolism; Arginine and proline metabolism,NaN,KEGG_Class,true
2451233,KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00270 Cysteine and methionine metabolism [PATH:ko00270]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00480 Glutathione metabolism [PATH:ko00480]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.2  Acid-D-amino-acid ligases (peptide synthases)>>>6.3.2.2  glutamate---cysteine ligase,NaN,KEGG_BRITE,true
2538704,Transporters>>>Other transporters>>>Pores ion channels [TC:1],NaN,KEGG_BRITE,true
2996239,ATP phosphoribosyltransferase regulatory subunit HisZ (HisZ) (PDB:3OD1) (PUBMED:9767141),NaN,COG20_FUNCTION,true
2449560,"Tryptophan biosynthesis, chorismate => tryptophan",NaN,KEGG_Module,true
2408605,UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],NaN,KOfam,true
2996239,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2451234,"Glutathione biosynthesis, glutamate => glutathione",NaN,KEGG_Module,true
2435939,Pathway modules; Energy metabolism; ATP synthesis,NaN,KEGG_Class,true
2625728,KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00860 Porphyrin metabolism [PATH:ko00860]!!!Enzymes>>>6. Ligases>>>6.6  Forming nitrogen-metal bonds>>>6.6.1  Forming coordination complexes>>>6.6.1.2  cobaltochelatase,NaN,KEGG_BRITE,true
2515466,ribonuclease HII [EC:3.1.26.4],NaN,KOfam,true
2515468,Ubiquinone biosynthesis,NaN,COG20_PATHWAY,true
2408621,"Thymidylate synthase ThyX, FAD-dependent family (ThyX) (PDB:1KQ4)",NaN,COG20_FUNCTION,true
2451150,Transcription,NaN,COG20_CATEGORY,true
2515522,4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39],NaN,KOfam,true
2474798,apolipoprotein N-acyltransferase [EC:2.3.1.269],NaN,KOfam,true
2435819,Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism,NaN,KEGG_Class,true
2474818,XTP/dITP diphosphohydrolase [EC:3.6.1.66],NaN,KOfam,true
2442411,"Posttranslational modification, protein turnover, chaperones",NaN,COG20_CATEGORY,true
2461530,Pyrimidine salvage,NaN,COG20_PATHWAY,true
2451342,"ferredoxin, 2Fe-2S",NaN,KOfam,true
2625691,Tellurite resistance protein TerB (TerB2) (PDB:2JXU) (PUBMED:23044854),NaN,COG20_FUNCTION,true
2515481,KEGG Orthology (KO)>>>09100 Metabolism>>>09109 Metabolism of terpenoids and polyketides>>>00906 Carotenoid biosynthesis [PATH:ko00906]!!!Enzymes>>>5. Isomerases>>>5.5  Intramolecular lyases>>>5.5.1  Intramolecular lyases (only sub-subclass identified to date)>>>5.5.1.19  lycopene beta-cyclase,NaN,KEGG_BRITE,true
2515443,CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5],NaN,KOfam,true
2435832,Pathway modules; Energy metabolism; Carbon fixation!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Signature modules; Module set; Metabolic capacity,NaN,KEGG_Class,true
2461631,"Transporters>>>ABC transporters, prokaryotic type>>>Phosphate and amino acid transporters>>>Putative polar amino acid transporter",NaN,KEGG_BRITE,true
2515509,"FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis) (YigB) (PDB:4JB3) (PUBMED:24123841)",NaN,COG20_FUNCTION,true
2625746,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2515518,"Redox-sensitive bicupin YhaK, pirin superfamily (YhaK) (PDB:1J1L) (PUBMED:18561187)",NaN,COG20_FUNCTION,true
2461608,KEGG Orthology (KO)>>>09100 Metabolism>>>09106 Metabolism of other amino acids>>>00410 beta-Alanine metabolism [PATH:ko00410]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00770 Pantothenate and CoA biosynthesis [PATH:ko00770]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.2  Acid-D-amino-acid ligases (peptide synthases)>>>6.3.2.1  pantoate---beta-alanine ligase (AMP-forming),NaN,KEGG_BRITE,true
2461634,"Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)!!!NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase (FadH2) (PDB:1VRQ)",NaN,COG20_FUNCTION,true
2450541,Inorganic ion transport and metabolism,NaN,COG20_CATEGORY,true
2451312,Nucleotide transport and metabolism!!!Nucleotide transport and metabolism,NaN,COG20_CATEGORY,true
2451391,biopolymer transport protein ExbD,NaN,KOfam,true
2625734,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2625746,Pathway modules; Amino acid metabolism; Lysine metabolism,NaN,KEGG_Class,true
2749780,"Translation, ribosomal structure and biogenesis",NaN,COG20_CATEGORY,true
2625668,ubiquinone biosynthesis protein,NaN,KOfam,true
2450613,"Uncharacterized conserved protein, DUF924 family (PDB:2I6H)",NaN,COG20_FUNCTION,true
2442350,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2749783,"Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol",NaN,KEGG_Module,true
2625683,3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60],NaN,KOfam,true
2461626,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.31  Endoribonucleases that are active with either ribo- or deoxyribonucleic acids and produce 3'-phosphomonoesters>>>3.1.31.1  micrococcal nuclease,NaN,KEGG_BRITE,true
2442395,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (PhnP) (PDB:6B9V)",NaN,COG20_FUNCTION,true
2461590,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Large subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Large subunit!!!Ribosome>>>Ribosomal proteins>>>Archaea>>>Large subunit,NaN,KEGG_BRITE,true
2435904,Homoaconitase/3-isopropylmalate dehydratase large subunit (LeuC) (PDB:4KP1),NaN,COG20_FUNCTION,true
2435787,Transcription termination factor Rho (Rho) (PDB:1PVO),NaN,COG20_FUNCTION,true
2461599,preprotein translocase subunit SecY,NaN,KOfam,true
2435939,FoF1-type ATP synthase,NaN,COG20_PATHWAY,true
2450534,Na+/proline symporter (PutP) (PDB:5NVA),NaN,COG20_FUNCTION,true
2451237,General function prediction only,NaN,COG20_CATEGORY,true
2625728,Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,NaN,KEGG_Class,true
2461572,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09121 Transcription>>>03020 RNA polymerase [PATH:ko03020]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.6  DNA-directed RNA polymerase!!!Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>RNA polymerase>>>Core subunits!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>NER (nucleotide excision repair)>>>TCR (transcription coupled repair) factors>>>DNA-directed RNA polymerase complex (RNAP),NaN,KEGG_BRITE,true
2461656,"3,4-dihydroxy-2-butanone 4-phosphate synthase (RibB) (PDB:1G57)!!!GTP cyclohydrolase II (RibA) (PDB:2BZ0)",NaN,COG20_FUNCTION,true
2451345,Lipid transport and metabolism,NaN,COG20_CATEGORY,true
2435959,"De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP",NaN,KEGG_Module,true
2451177,Leucyl aminopeptidase (PepB) (PDB:3H8E) (PUBMED:19553197;23825549),NaN,COG20_FUNCTION,true
2995511,Arginase/agmatinase family enzyme (SpeB) (PDB:1CEV),NaN,COG20_FUNCTION,true
2435832,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9],NaN,KOfam,true
2435976,Phosphoglycerate mutase (BPG-dependent) (GpmA) (PDB:1E58),NaN,COG20_FUNCTION,true
2461657,Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2625734,Shikimate kinase (AroK) (PDB:1E6C),NaN,COG20_FUNCTION,true
2451270,Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2451362,"Glycyl-tRNA synthetase, beta subunit (GlyS)",NaN,COG20_FUNCTION,true
2461700,"Ribonucleotide monophosphatase NagD, HAD superfamily (NagD) (PDB:1PW5)",NaN,COG20_FUNCTION,true
2435934,Glycine cleavagePyruvate oxidation,NaN,COG20_PATHWAY,true
2515522,"Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol",NaN,KEGG_Module,true
2435929,"2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes (SucA) (PDB:2JGD)",NaN,COG20_FUNCTION,true
2449570,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",NaN,KEGG_Module,true
2461560,Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.11  Aminopeptidases>>>3.4.11.18  methionyl aminopeptidase!!!Peptidases and inhibitors>>>Metallo peptidases>>>Family M24,NaN,KEGG_BRITE,true
2408605,Cell wall/membrane/envelope biogenesis,NaN,COG20_CATEGORY,true
2451382,Dihydropteroate synthase (FolP) (PDB:1AD1),NaN,COG20_FUNCTION,true
2538700,Glutamate synthase domain 3 (GltB3) (PDB:1EA0),NaN,COG20_FUNCTION,true
2451326,KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]!!!Enzymes>>>6. Ligases>>>6.1  Forming carbon-oxygen bonds>>>6.1.1  Ligases forming aminoacyl-tRNA and related compounds>>>6.1.1.7  alanine---tRNA ligase!!!Amino acid related enzymes>>>Aminoacyl-tRNA synthetase>>>Class II (C/G)!!!Transfer RNA biogenesis>>>Eukaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Other AARSs!!!Transfer RNA biogenesis>>>Prokaryotic type>>>Aminoacyl-tRNA synthetases (AARSs)>>>Other AARSs,NaN,KEGG_BRITE,true
2450062,Cystathionine beta-lyase/cystathionine gamma-synthase (MetC) (PDB:1CL1),NaN,COG20_FUNCTION,true
2625727,Cobalamin biosynthesis cobaltochelatase CobT subunit (CobT2),NaN,COG20_FUNCTION,true
2461606,Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism,NaN,KEGG_Class,true
2451164,acetyl-CoA carboxylase biotin carboxyl carrier protein,NaN,KOfam,true
2749806,"ABC-type Mn2+/Zn2+ transport system, ATPase component (ZnuC)",NaN,COG20_FUNCTION,true
2435795,Coenzyme transport and metabolism,NaN,COG20_CATEGORY,true
2451175,Nucleoside diphosphate kinase (Ndk) (PDB:1B4S),NaN,COG20_FUNCTION,true
2625761,Aminoacyl-tRNA synthetases,NaN,COG20_PATHWAY,true
2625724,Signal transduction histidine kinase (BaeS) (PDB:1JOY),NaN,COG20_FUNCTION,true
2451329,Photorespiration,NaN,KEGG_Module,true
2435966,Signal transduction mechanisms!!!Transcription,NaN,COG20_CATEGORY,true
2461551,small subunit ribosomal protein S4,NaN,KOfam,true
2450594,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2408624,Peptidases and inhibitors>>>Peptidase inhibitors>>>Family I87,NaN,KEGG_BRITE,true
2452214,Carbohydrate transport and metabolism,NaN,COG20_CATEGORY,true
2515458,KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]!!!Enzymes>>>7. Translocases>>>7.1  Catalysing the translocation of protons>>>7.1.1  Linked to oxidoreductase reactions>>>7.1.1.8  quinol---cytochrome-c reductase,NaN,KEGG_BRITE,true
2627964,Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2],NaN,KEGG_BRITE,true
2625690,ferredoxin,NaN,KOfam,true
2461678,General function prediction only,NaN,COG20_CATEGORY,true
2452213,small subunit ribosomal protein S21,NaN,KOfam,true
2538712,Threonine deaminase (IlvA) (PDB:3IAU),NaN,COG20_FUNCTION,true
2538685,Amino acid transport and metabolism,NaN,COG20_CATEGORY,true
2451158,Ribonuclease G or E (CafA) (PDB:1SLJ),NaN,COG20_FUNCTION,true
2451175,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP!!!Guanine ribonucleotide biosynthesis, IMP => GDP,GTP!!!Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP!!!Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP!!!Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP",NaN,KEGG_Module,true
2515439,"Replication, recombination and repair",NaN,COG20_CATEGORY,true
2435873,heme exporter protein C,NaN,KOfam,true
2474813,Energy production and conversion!!!Energy production and conversion,NaN,COG20_CATEGORY,true
2442422,"Intracellular trafficking, secretion, and vesicular transport",NaN,COG20_CATEGORY,true
2461551,"Translation, ribosomal structure and biogenesis",NaN,COG20_CATEGORY,true
2435795,Pantothenate/CoA biosynthesis,NaN,COG20_PATHWAY,true
2450602,Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism,NaN,KEGG_Class,true
2449650,Ribosomal protein S2 (RpsB) (PDB:4V4H),NaN,COG20_FUNCTION,true
2625703,Pyruvate oxidation,NaN,COG20_PATHWAY,true
2408601,UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9],NaN,KOfam,true
2435952,KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00920 Sulfur metabolism [PATH:ko00920]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00270 Cysteine and methionine metabolism [PATH:ko00270]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.31  homoserine O-acetyltransferase!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.46  homoserine O-succinyltransferase,NaN,KEGG_BRITE,true
2625749,YidC/Oxa1 family membrane protein insertase,NaN,KOfam,true
